"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","763","修改summary check","合并summary check","closed","","Airpaul","2015-03-13T01:30:55Z","2015-03-13T01:33:59Z"
"","539","SuppressWarnings feature throws exception if annotation uses constant value","Updated checkstyle config file to use the SuppressWarnings feature introduced in checkstyle 5.7,   Noticed, If SuppressWarnings uses a contant value, checkstyle throws an exception :   java.lang.IllegalArgumentException: String literal AST expected      This issue is still present in 6.2-SNAPSHOT  Example Code  ``` public class AnnotationUsingConstant {         private static final String UNUSED=""UnusedDeclaration"";          @SuppressWarnings(UNUSED)         public void method1(){         } } ```  results in this exception  ``` java.lang.IllegalArgumentException: String literal AST expected: UNUSED[10x26]     at com.puppycrawl.tools.checkstyle.checks.SuppressWarningsHolder.getStringExpr(SuppressWarningsHolder.java:403)     at com.puppycrawl.tools.checkstyle.checks.SuppressWarningsHolder.getAnnotationValues(SuppressWarningsHolder.java:420)     at com.puppycrawl.tools.checkstyle.checks.SuppressWarningsHolder.visitToken(SuppressWarningsHolder.java:261)     at com.puppycrawl.tools.checkstyle.TreeWalker.notifyVisit(TreeWalker.java:448)     at com.puppycrawl.tools.checkstyle.TreeWalker.processIter(TreeWalker.java:541)     at com.puppycrawl.tools.checkstyle.TreeWalker.walk(TreeWalker.java:373)     at com.puppycrawl.tools.checkstyle.TreeWalker.processFiltered(TreeWalker.java:207)     at com.puppycrawl.tools.checkstyle.api.AbstractFileSetCheck.process(AbstractFileSetCheck.java:77)     at com.puppycrawl.tools.checkstyle.Checker.process(Checker.java:263)     at com.puppycrawl.tools.checkstyle.BaseCheckTestSupport.verify(BaseCheckTestSupport.java:122)     at com.puppycrawl.tools.checkstyle.BaseCheckTestSupport.verify(BaseCheckTestSupport.java:108)     at com.puppycrawl.tools.checkstyle.BaseCheckTestSupport.verify(BaseCheckTestSupport.java:99) ```","closed","","muminc","2014-12-25T01:09:36Z","2014-12-30T17:13:09Z"
"","783","verify that all Checks present as web site","update verify stage of maven build by special script that to ensure that all Check are referenced at that exists at Checkstyle (""*Check.java"") exists at page https://github.com/checkstyle/checkstyle/blob/master/src/xdocs/checks.xml , is some check is missed maven build should fail.","closed","approved,","romani","2015-03-14T21:46:21Z","2015-03-15T21:19:01Z"
"","192","Update for existing Check: LocalVariableName","Update LocalVariableName to allow one-character for temporary and looping variables. http://google-styleguide.googlecode.com/svn/trunk/javaguide.html#s5.2.7-local-variable-names.","closed","","maxvetrenko","2014-07-16T19:07:26Z","2014-07-17T00:15:15Z"
"","254","Update Javadoc in GenericWhitespaceCheck.","Update Javadoc in Check :http://checkstyle.sourceforge.net/config_whitespace.html#GenericWhitespace Documentation is not obvious, it can't give answers what cases are valid. For example:  protected List<Class<? extends AbstractTester>> getTesters() {   return ImmutableList.<Class<? extends AbstractTester>> of(); }   It's difficult to understand is this case valid. Documentation says, that Generic tokens < and > should be correct to the typical convention and that's all.","closed","","maxvetrenko","2014-08-15T10:01:10Z","2015-02-10T00:44:10Z"
"","182","Update for existing Check: RightCurly","Update for existing Check to cover following rule: Line break after the closing brace if that brace terminates a statement or the body of a method, constructor or named class. For example, there is no line break after the brace if it is followed by else or a comma. http://google-styleguide.googlecode.com/svn/trunk/javaguide.html#s4.1.2-blocks-k-r-style","closed","","maxvetrenko","2014-07-12T16:33:59Z","2014-07-17T00:13:43Z"
"","248","OuterTypeFilenameCheck. Update Check logic","Update Check logic according to the next rule: top level type are the public type or the first type in file if public is missed. Now Check put false positive on the next case:   @interface MyAnnotation1 { //ok ---  should be ok, but check put warning here.      String name();     int version(); }  public class OuterTypeFilenameInput_1 {} //ok","closed","","maxvetrenko","2014-08-13T08:24:08Z","2014-08-13T21:14:25Z"
"","137","Fix cache usage in TreeWalker in presence of filters.","TreeWalker should be able to somehow understand that even if there are messages, then the file may still be OK since there may be some filters blocking the messages.","closed","","vlsi","2014-04-23T12:59:10Z","2014-12-02T06:18:38Z"
"","556","create project to generate HTML reports","to share new Check or changes to Check it is convenient to use checkstyle maven report with jxr maven report. http://pirat9600q.github.io/UselessSuperCtorCallCheck/checkstyle.html http://roman-ivanov.blogspot.com/2014/10/how-to-use-snapshot-checkstyle-version.html https://github.com/pirat9600q/checkstyle-tester/tree/UselessSuperCtorCallCheck https://github.com/pirat9600q?tab=repositories  That will help us have common project to be easily used by new contributors .  from baratali: https://github.com/baratali/jdk8 I created simple maven project and moved all openJDK sources to src/main/java. Pom.xml: https://github.com/baratali/jdk8/blob/master/pom.xml Command to generate report: mvn jxr:jxr && mvn checkstyle:checkstyle  Fyi: https://jira.codehaus.org/plugins/servlet/mobile#issue/MCHECKSTYLE-127","closed","approved,","romani","2014-12-30T02:01:24Z","2016-03-23T13:55:51Z"
"","897","added validation for header in setHeader in RegexpHeaderCheck.java","to provide better feedback when an invalid Pattern is specified (was InvocationTargetException only before)  problem is described at http://stackoverflow.com/questions/29272034/whats-the-reason-for-header-specification-is-not-a-regular-expression-invocat  copy-paste from stackoverflow post: I'm running the maven-checkstyle-plugin 2.15 with the following specification of a header check  ```                         ```  What could cause the error line 1 in header specification is not a regular expression: InvocationTargetException? There's nothing to try because the plugin doesn't tell what's actually wrong (could return parser error details or anything helpful).  The complete error is  ``` Failed during checkstyle configuration: cannot initialize module RegexpHeader - Cannot set property 'header' in module RegexpHeader to '^/**\n * Licensed to the Apache Software Foundation (ASF) under one or more\n * contributor license agreements.  See the NOTICE file distributed with\n * this work for additional information regarding copyright ownership.\n * The ASF licenses this file to You under the Apache License, Version 2.0\n * (the ""License""); you may not use this file except in compliance with\n * the License.  You may obtain a copy of the License at\n *\n *      http://www.apache.org/licenses/LICENSE-2.0\n *\n * Unless required by applicable law or agreed to in writing, software\n * distributed under the License is distributed on an ""AS IS"" BASIS,\n * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.\n * See the License for the specific language governing permissions and\n * limitations under the License.\n */.*': line 1 in header specification is not a regular expression: InvocationTargetException -> [Help 1] ```","closed","","krichter722","2015-04-05T18:19:32Z","2019-02-26T07:08:30Z"
"","751","Not all links on website are working","to grab all links we need to change pom.xml as :   ```                org.apache.maven.plugins         maven-linkcheck-plugin         1.2           GET 3000 false .... ```  and resolve all violations.  Example:  On [main page](http://checkstyle.sourceforge.net/) links to Netbeans don't work. Should be https://netbeans.org/ instead of http://www.netbeans.org.","closed","approved,","mkordas","2015-03-11T21:15:59Z","2015-09-07T01:33:19Z"
"","854","Remove deprecated getLines() methods from Utils","To delete: - [com.puppycrawl.tools.checkstyle.Utils#getLines(java.lang.String)](../blob/master/src/main/java/com/puppycrawl/tools/checkstyle/Utils.java#L231) - [com.puppycrawl.tools.checkstyle.Utils#getLines(java.lang.String, java.lang.String)](../blob/master/src/main/java/com/puppycrawl/tools/checkstyle/Utils.java#L249)  Coverage limits should be adjusted afterwards.","closed","approved,","mkordas","2015-03-26T21:02:54Z","2015-03-26T21:38:31Z"
"","170","Update for existing Check: WhitespaceAround","To cover Google's requirements it's needed to update existing Check to allow empty classes or interfaces.  public class Foo {} public interface Foo {}   Need to allow empty for cycle:  for (first = 0; first < len && matches(sequence.charAt(first)); first++) {}","closed","","maxvetrenko","2014-07-05T07:41:27Z","2014-07-05T16:31:28Z"
"","11","A few build-related commits to give Linux users a more positive experience","Three commits in this series.  Brief explanations:  788f87df4db1368ee0563e1ba1199177618cc01f -- First of all, I see the project has recently moved to Git from Mercurial.  Not sure about the latter, but Git is aware of UNIX permissions on files.  And it's nice to only have the ""execute"" permission on files that are intended to be executed.  AFAICT there are no scripts in here, so I just 644'd everything.  4fdc97c845393389d5074664ccc3e23cb89b2cc9 -- There's tabs-versus-spaces, vi-versus-emacs, and Maven-versus-Ant.  I'm firmly in the second camp on all these very important issues -- but instead of ranting about why I think your chosen build system sucks, I'll instead contribute a script to compile the project with a better build system (Ant, with a little help from apt and sh).  Let users decide for themselves which build system they prefer.  5e7b73e9998dd7605fd6b9107d1e0d8c4a1509d0 -- Nearly as bad as using Maven, the documentation on how to build this project is either buried in some subdirectory in the repo, somewhere on the web, or doesn't really exist.  So I put an INSTALL.md in the project root with instructions on how to use my script and Ant to build the project on Debian-like systems.  I added space for others to document the Maven building process and add notes from other OS's.  If there are build instructions for the project floating around elsewhere, I'd like to suggest copy-pasting them into INSTALL.md.","closed","","picomancer","2013-10-05T05:15:39Z","2013-10-07T06:32:45Z"
"","646","Replace StringBuffer with StringBuilder to improve performance","Thread-safety given by `StringBuffer` doesn't give any benefit when used within one method, so in such cases `StringBuilder` is safe and more efficient replacement.","closed","","mkordas","2015-02-15T08:58:33Z","2015-02-22T13:35:27Z"
"","865","Update FindBugs Maven Plugin to 3.0.1","This version of Maven plugin brings FindBugs in version 3.0.1 with various new bug patterns. Release notes available [here](http://findbugs.sourceforge.net/Changes.html).","closed","","mkordas","2015-03-28T21:59:37Z","2015-03-28T22:25:48Z"
"","645","Replace verbose type arguments with diamond type","This syntax is not supported under Java 6 or earlier, but Checkstyle codebase uses Java 7 already.","closed","","mkordas","2015-02-14T23:57:12Z","2015-02-22T13:35:28Z"
"","18","Fixed GenericWhiteSpace for complex generics","This should fix issue https://github.com/checkstyle/checkstyle/issues/17","closed","","pbaranchikov","2013-10-09T12:59:08Z","2014-06-26T12:59:54Z"
"","115","Moving to standard directory layout","This seems to be a big change - lots of file renames at least.  This removes testinputs.dir and testsrcs.dir system properties using just the relative filepaths instead. I've tested this change on Linux (from terminal with maven, Eclipse, Netbeans and Idea - in Idea this issue prevents to run tests normally by default run configuration - http://youtrack.jetbrains.com/issue/IDEA-121076 - you can create custom JUnit configuration for all tests in src/test/java folder). Also I tested this change on Windows - from terminal with maven and from Eclipse.  Another big change - is that messages are moved to src/main/resources - so in the java-sources folder only java sources are left.  As a side note - what bothers be about checkstyle - is that it requires java.io.File to run checks - this class can not always be available (GAE and other restricted environments) and it is too low-level for various IDE integration (consider emerging cloud IDEs). What about moving to some abstract Stream - so tests can run on Test.class.getResourceAsStream() input?","closed","","isopov","2014-03-05T07:01:03Z","2014-06-26T10:51:48Z"
