"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","689","SOLR-13489: Stop the leader from trying to rejoin the election on ses…","…sion expiration and harden our zk reconnect code path.","closed","","markrmiller","2019-05-28T16:24:32Z","2019-06-03T16:12:58Z"
"","1335","SOLR-14316 Remove unchecked type conversion warning in JavaBinCodec's readMapEntry's equals() method","# Description  there was an unchecked type conversion warning in JavaBinCodec's readMapEntry's equals() method  # Solution fixed an unchecked type conversion warning in JavaBinCodec's readMapEntry's equals() method  # Tests  added tests per @noblepaul 's comments  - please do note that no tests existed for this api prior to this so I had to think how to set a baseline here - however now we have a a test case for this api oh JavaBinCodec, with decent boundary value code coverage - I tested for backward compatibility between the code change by running the same boundary value analysis of tests, with the new and old api implementation and the test results are the same  Some Observations - so from these tests, one can surmise that the JavaBinCodec.readMapEntry() method's current behavior is to create/expect new Objects to be created from binary streams. - What the tests do reveal is that its possible to use this api to read text streams too where the api does not generate object but uses primitive string comparisons. - Which is fine as I think this api was and is meant to be used for binary file renditions only. - however one may think that this should be more formally enforced ?  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [x] I have run `gradlew precommit` and the appropriate test suite. - [x] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","aroopganguly","2020-03-10T15:42:54Z","2020-03-11T19:34:07Z"
"","1372","SOLR-14358 Document how to use Processor in JavaDocs","# Description  There is an existing PR (https://github.com/apache/lucene-solr/pull/404) from 2018 that needed some updates to the JavaDoc formatting.  # Solution  I fixed the formatting.  # Tests  ran `ant documentation`  # Checklist  Please review the following and check all that apply:  - [ X] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of myx ability. - [ x] I have created a Jira issue and added the issue ID to my pull request title. - [ X] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [ X] I have developed this patch against the `master` branch. - [ X] I have run `ant precommit` and the appropriate test suite. - [ ] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","epugh","2020-03-23T15:48:56Z","2020-06-30T15:40:50Z"
"","925","SOLR-13818: Upgrade jackson to 2.10.0","# Description  There are security risks with jackson databind 2.9.8 (CVE-2018-11307, CVE-2018-12022, CVE-2018-12023), the current version.   # Solution  This is a minor version upgrade to jackson core 2.10.0.  # Tests  `ant test` was run to ensure no breaking changes are being committed. No additional tests were written.  # Checklist  Please review the following and check all that apply:  - [X] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [X] I have created a Jira issue and added the issue ID to my pull request title. - [X] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [X] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [X] I have developed this patch against the `master` branch. - [X] I have run `ant precommit` and the appropriate test suite. - [ ] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","marungo","2019-10-04T20:54:08Z","2020-01-10T15:19:41Z"
"","1297","SOLR-14253 Replace various sleep calls with ZK waits","# Description  There are lots of places in the code where we poll and sleep rather than using proper ZK callbacks.  # Solution  Replace poll loops with waitForState","closed","","madrob","2020-02-27T18:08:02Z","2021-02-01T19:25:21Z"
"","887","SOLR-13773: Prometheus Exporter GC and Heap options","# Description  The startup options for the Prometheus Exporter are pretty sparse compared to what the Solr start script offers.  # Solution  I've added some options that mirror what Solr offers, such as: - SOLR_HEAP - SOLR_JAVA_MEM - GC_TUNE  Having just the memory settings available would let us start the prometheus exporter with more than 500 Mb of heap, which right now isn't possible as the max heap is hard coded here.  # Tests  I have started the metrics-exporter locally with this script, although I do not have access to a windows host to test the `solr-exporter.cmd` script. That code came from `solr.cmd` so I would imagine that it works, however I would appreciate if someone on windows could make sure that it works as expected.  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [x] I have developed this patch against the `master` branch. - [ ] I have run `ant precommit` and the appropriate test suite. - [ ] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","HoustonPutman","2019-09-17T17:29:47Z","2020-10-20T15:57:51Z"
"","1140","SOLR-14165 set SolrResponse's serialVersionUID explicitly","# Description  The serialVersionUID of SolrResponse changed in https://github.com/apache/lucene-solr/pull/929 making Solr nodes before/after that change mutually incompatible for some operations.  # Solution  This sets the serialVersionUID of SolrResponse explicitly to its previous value.  # Tests  I've run manual builds with/without this patch and seen that /solr/admin/collections?action=overseerstatus against stops giving the exception `java.io.InvalidClassException: org.apache.solr.client.solrj.SolrResponse; local class incompatible: stream classdesc serialVersionUID = -7931100103360242645, local class serialVersionUID = 2239939671435624715` for hybrid clusters when the patch is in place.  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - (n/a) I have added tests for my changes. - (n/a) I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","andywebb1975","2020-01-03T21:22:16Z","2020-01-15T22:22:25Z"
"","924","SOLR-13820: Improve RBAP documentation","# Description  The Rule-Based Authorization page in the ref-guide is unclear, incomplete, and outright wrong in a few places.  # Solution  I took a shot at rewriting it.  # Tests  N/A  # Checklist  Please review the following and check all that apply:  - [X] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [X] I have created a Jira issue and added the issue ID to my pull request title. - [X] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [X] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [X] I have developed this patch against the `master` branch. - [X] I have run `ant precommit` and the appropriate test suite. - [ ] I have added tests for my changes. - [X] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","gerlowskija","2019-10-04T19:36:57Z","2019-10-07T16:33:12Z"
"","1183","LUCENE-9134: Port ant-regenerate tasks to Gradle build","# Description  The only file that counts here really is lucene/queryparser/build.gradle. All the rest are a result of running the regenerate task.   There are a couple of dodgy bits, see //nocommit in the build.gradle file.  NOTES: - this does not address any of the other regenerate tasks yet. - I'm not going to untangle warnings until later.  # Tests  precommit and the full test suite (both gradle and ant) pass, so I think it's close for this part of the regenerate task","closed","","ErickErickson","2020-01-18T00:04:04Z","2020-01-18T22:49:25Z"
"","1247","SOLR-14252 use double rather than Double to avoid NPE","# Description  The getMax and getMin methods in AggregateMetric can throw an NPE if _only_ non-Number values are present when it tries to cast a null Double to a double.  # Solution  This PR switches to using primitive doubles, defaulting to zero, and logs when non-Number values are provided (we've seen `false` and `LocalStatsCache`).  # Tests  TBC  # Checklist  Please review the following and check all that apply:  - [ ] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [ ] I have created a Jira issue and added the issue ID to my pull request title. - [ ] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [ ] I have developed this patch against the `master` branch. - [ ] I have run `ant precommit` and the appropriate test suite. - [ ] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","andywebb1975","2020-02-10T11:37:17Z","2020-02-18T16:48:19Z"
"","1265","SOLR-14252: avoid NPE in metric aggregation","# Description  The getMax and getMin methods in AggregateMetric can throw an NPE if _only_ non-Number values are present when it tries to cast a null Double to a double.  # Solution  This PR checks that the aggregation output is non-null before casting to a `double`. Null values become 0.  # Tests  Test suite has been updated to check that non-Number metrics can be aggregated (returning 0) and to ensure that negative values continue to be supported.  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [x] I have added tests for my changes. - [ ] (n/a) I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","andywebb1975","2020-02-18T15:54:43Z","2020-02-27T17:09:48Z"
"","1172","SOLR-14189 switch from String.trim() to StringUtils.isBlank()","# Description  The edismax and some other query parsers treat pure whitespace queries as empty queries, but they use Java's String.trim() method to normalise queries. That method only treats characters 0-32 as whitespace. Other whitespace characters exist - such as U+3000 IDEOGRAPHIC SPACE - which bypass the test and lead to 400 Bad Request responses.  # Solution  This PR switches from String.trim() to StringUtils.isBlank() which is aware of all whitespace characters.  # Tests  I've added a test which sends U+3000 IDEOGRAPHIC SPACE and checks that it behaves the same way as U+0020 SPACE.  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [ ] (not sure!) I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [x] I have added tests for my changes. - [ ] (n/a) I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","andywebb1975","2020-01-15T17:09:24Z","2020-01-26T15:18:15Z"
"","1512","SOLR-13325: Add a collection selector to ComputePlanAction","# Description  The ComputePlanAction supports a `collections` attribute that can be used to filter collections for which the plan is computed. This currently accepts a comma-separated `list` of collection names. If the attribute is empty or omitted then all collections are supposed to match.  However, it is difficult to maintain such a list in a system where collections are added and removed dynamically. It is easier to have a collection selector that matches zero or more collections by filtering them against a given set of collection (property, value) pairs. This can then be used to e.g. match all collections that use a specific policy etc.  # Solution  This PR adds collection selector support to the `ComputePlanAction` which is of the form `collections: {policy: my_policy}`. If more than one key/value pair is specified then all must match for a collection to be considered. The old way of specifying a string for `collections` is preserved for back-compatibility.  After this support, the `AutoAddReplicasPlanAction` becomes a thin shim over ComputePlanAction with a collection selector `collections: {autoAddReplicas: true}`.  The old implementation did not pass collection hints to the policy engine which meant that all possible operations were computed by the policy and then they were filtered out by the ComputePlanAction. In this PR, the collection hints are pushed down to the policy engine so operations for non-matching collections are not even computed in the first place.  # Tests  The ComputePlanActionTest.testSelectedCollections is now refactoted into two test methods viz. `testSelectedCollectionsByName` and `testSelectedCollectionsByPolicy`. The latter tests the collection selector by policy.  # Checklist  Please review the following and check all that apply:  - [X] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [X] I have created a Jira issue and added the issue ID to my pull request title. - [X] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [X] I have developed this patch against the `master` branch. - [X] I have run `ant precommit` and the appropriate test suite. - [X] I have added tests for my changes. - [X] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","shalinmangar","2020-05-12T05:13:39Z","2020-05-23T06:52:06Z"
"","999","SOLR-13782: Remove PDF Ref Guide build","# Description  The community recently decided to stop building the PDF in order to focus on the HTML and make it the ""official"" version of the Ref Guide. This PR pulls out all the PDF-related elements of the Ref Guide build.  # Solution  This PR makes several changes:  - Removes the PDF-related build targets from build.xml - Removes PDF-specific validation rules in tools classes - Changes the Jenkins build script for the Ref Guide to only build the HTML version - Updates Ref Guide publication process docs with new steps - Removes link to ""current PDF"" from Ref Guide nav - Miscellaneous other cleanups to excise PDF as an available version.  # Tests  I've built the HTML version of the Ref Guide and also precommit to be sure they pass.  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [x] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [ ] I have added tests for my changes. - [x] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","ctargett","2019-11-07T02:39:33Z","2019-11-19T21:54:42Z"
"","866","LUCENE-8964: Fix geojson shape parsing on string arrays in properties","# Description  The builtin geo shape parser throws an exception when the properties contains an array of strings.  # Solution  Allow parsing of such arrays by reading strings.  # Tests  Add unit test has been added for this case.  Please review the following and check all that apply:  - [X] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [X] I have created a Jira issue and added the issue ID to my pull request title. - [X] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [X] I have developed this patch against the `master` branch. - [X] I have run `ant precommit` and the appropriate test suite. - [X] I have added tests for my changes.","closed","","spinscale","2019-09-10T12:13:24Z","2019-09-10T12:15:29Z"
"","1133","SOLR-14157-backup-restore-docs-missing-parameter","# Description  The `name` parameter is madatory on BACKUP and RESTORE commands, but isn't listed, though it is in the example URLs...  # Solution  Added the parameter.  # Tests  n/a, though manually tested the commands to confirm needed, and reviewed the Java code.  # Checklist  Please review the following and check all that apply:  - [ X] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [ X] I have created a Jira issue and added the issue ID to my pull request title. - [ X] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [ X] I have developed this patch against the `master` branch. - [ X] I have run `ant precommit` and the appropriate test suite. - [ ] I have added tests for my changes. - [ X] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","epugh","2019-12-31T19:42:54Z","2020-01-03T15:18:28Z"
"","1151","SOLR-13890: Add ""top-level"" DVTQ implementation","# Description  The ""docValuesTermsFilter"" method for TermsQParserPlugin uses per-segment docvalue structures to find matches.  This works well when the number of query terms is small, but as it gets over a few hundred, this quickly becomes less efficient than using a ""top-level"" or global docvalues structure.  # Solution  This PR introduces a query that uses the top-level structure and takes advantage of the Two Phase Iterator (TPI) interface to handle queries with large numbers of terms much more efficiently than any of the existing methods.  # Tests  This PR adds `TestTermsQParserPlugin` with some tests to cover the new code added here as well as the rest of the terms qparser (which was largely untested).  I also wrote a JUnit performance driver to exhibit perf gains, but that no longer appears in this PR.  See patches on the JIRA issue for that.  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [x] I have added tests for my changes. - [x] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","gerlowskija","2020-01-07T12:27:29Z","2020-01-13T11:43:28Z"
"","1633","SOLR-14422 hide alarming angular placeholders","# Description  Suppress alarming angular placeholders.   # Solution  Best practice is to apply ngCloak at a granular level to support progressive loading.  Thanks to Colvin Cowie for the patch that inspired this.  # Tests  Manually tested UI before and after to confirm.  # Checklist  Please review the following and check all that apply:  - [ X] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [X ] I have created a Jira issue and added the issue ID to my pull request title. - [ X] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [ X] I have developed this patch against the `master` branch. - [X ] I have run `ant precommit` and the appropriate test suite. - [ ] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","epugh","2020-06-30T16:24:08Z","2020-07-06T18:29:22Z"
"","1171","SOLR-13892: Add 'top-level' docValues Join implementation","# Description  Some join usecases are better served (performance wise) by using top-level docValues structures, because they avoid some wasteful seeking and iteration that the per-segment alternatives do.  # Solution This PR introduces a ""TopLevelJoinQuery"" which can be run on join's where the fields in question have docValues enabled.  This scales much better with the number of ""from"" query matches than existing alternatives.  Since it's implemented as a Two-Phase Iterator it scales less well by the number of overall matches.  See SOLR-13892 for more in-depth performance discussion.  # Tests  Beefed up tests in `TestJoin` to prove correctness.  Wrote a performance test driver `TestJoinQueryPerformance` that allows reproduction of the perf results.  (Though this will not be committed in the final version)   # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [x] I have added tests for my changes. - [x] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","gerlowskija","2020-01-15T14:56:55Z","2020-01-31T16:21:08Z"
"","1525","SOLR-14443: Make SolrLogPostTool resilient to odd requests","# Description  SolrLogPostTool is relatively brittle in how it indexes log records to Solr.  A single error from Solr causes the tool to crash.  Further, when user requests have duplicate or unnecessary parameters, the tool attempts to record all of these (even when the field used is singlevalued).  As a result, a single ""oddball"" request crashes the whole ingestion run.  # Solution  This PR makes two related changes.  First, it changes SolrLogPostTool's batching code to log (but ultimately ignore) errors.  This allows an indexing run to survive malformed records or other indexing blips.  Second, it changes the record-parsing code to only record single values for single-valued log record fields.  This prevents a common cause of malformed records.     # Tests  Manual testing, in addition to a test case added to SolrLogPostToolTest  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [x] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","gerlowskija","2020-05-18T15:53:33Z","2020-05-22T14:08:33Z"
"","1162","SOLR-14186: Re-add CRLF line endings to solr.cmd","# Description  solr.cmd needs CRLF endings, but they were stripped out in a recent commit.  # Solution  I ran unix2dos to convert the file back to CRLF endings (and temporarily disabled my `autocrlf` setting so this change would actually get persisted on commit).  Shortly we need to add a `.gitattributes` file so that this doesn't happen again, but I want to get Windows devs/users unblocked while review of that happens separately.  # Tests N/A, whitespace changes only.  Though I did play with bin/solr.cmd a bit to make sure that the ""labels"" can be found with these new line endings.  # Checklist  Please review the following and check all that apply:  - [X] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [X] I have created a Jira issue and added the issue ID to my pull request title. - [X] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [X] I have developed this patch against the `master` branch. - [X] I have run `ant precommit` and the appropriate test suite. - [ ] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","gerlowskija","2020-01-13T15:23:58Z","2020-01-13T15:40:50Z"
"","1542","SOLR-14347: fix cached session update to not depend on Zookeeper state","# Description  Session used for replica placement computation was wrongly built to only account for state already in Zookeeper, therefore ignoring all in progress past Collection API operations. The Session returned to the cache was also the wrong one not including the changes to the cluster state resulting from the placement computation.  # Solution  The Session used for computation is now cloned from the cached session without trying to validate state in Zookeeper where that state might not yet be.  # Tests  Ran solr tests.  # Checklist  Please review the following and check all that apply:  - [X] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [X] I have created a Jira issue and added the issue ID to my pull request title. - [X] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [X] I have developed this patch against the `master` branch. - [X] I have run `ant precommit` and the appropriate test suite. - [ ] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","autoscaling,","murblanc","2020-05-28T22:08:15Z","2020-09-16T22:38:07Z"
"","1084","SOLR-14066 Deprecate DataImportHandler","# Description  See https://issues.apache.org/jira/browse/SOLR-14066","closed","","janhoy","2019-12-14T18:49:41Z","2019-12-16T14:16:25Z"
"","860","SOLR-13734 JWTAuthPlugin to support multiple issuers","# Description  See https://issues.apache.org/jira/browse/SOLR-13734  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [x] I have added tests for my changes. - [x] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","janhoy","2019-09-06T09:37:33Z","2019-09-19T07:50:26Z"
"","852","SOLR-13713 JWTAuthPlugin to support multiple jwks endpoints","# Description  See https://issues.apache.org/jira/browse/SOLR-13713  # Solution  Accept an array of urls in `jwkUrl` config parameter. Validate incoming JWT against all keys from all URLs.  # Tests  Added tests for checking config parsing and for validating signatures from multiple lists.  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [x] I have added tests for my changes. - [x] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","janhoy","2019-09-03T13:57:10Z","2019-09-19T08:44:16Z"
"","834","SOLR-13702: Some components register twice their metric names","# Description  See https://issues.apache.org/jira/browse/SOLR-13702  # Solution  Remove explicit name registration.  # Tests  No tests failed, existing tests still pass after patch.  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [x] I have added tests for my changes. (pre-existing) - [-] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","janhoy","2019-08-16T15:16:29Z","2019-10-08T10:52:39Z"
"","896","SOLR-10665: PF4J based plugin/package system (9x)","# Description  See https://issues.apache.org/jira/browse/SOLR-10665 This is a new PR which is up to date with current 9x master. Provided for more easily pull features from the POC for integration in Solr.  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [x] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [-] I have run `ant precommit` and the appropriate test suite. - [x] I have added tests for my changes. - [-] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","janhoy","2019-09-21T22:05:55Z","2019-11-26T19:55:13Z"
"","958","LUCENE-8986: Add asf.yaml to our git repo","# Description  See https://issues.apache.org/jira/browse/LUCENE-8986  # Solution  Adding the .asf.yaml will edit GitHub project description, link and labels  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [x] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [ ] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","janhoy","2019-10-16T19:47:27Z","2019-10-28T07:47:59Z"
