"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","1","SOLR-8573: Implement ConnectionImpl,StatementImpl,ResultSetImpl clear…","…Warnings and getWarnings","closed","","joel-bernstein","2016-01-24T03:03:41Z","2016-01-24T03:45:02Z"
"","618","#Lucene-2562: Make Luke a Lucene/Solr Module","This pull request integrates Luke (https://github.com/DmitryKey/luke) into Lucene as a submodule. See https://issues.apache.org/jira/browse/LUCENE-2562  Binary distribution package's directory sturucture is: ``` [lucene-9.0.0-SNAPSHOT]$ tree luke luke/ ├── lib │   ├── log4j-api-2.11.2.jar │   └── log4j-core-2.11.2.jar ├── lucene-luke-9.0.0-SNAPSHOT.jar ├── luke.bat └── luke.sh ```  For developers, Luke can be launched by this command after checking out Lucene source code. ``` [lucene-solr]$ ant -f lucene/luke/build.xml run ```","closed","","mocobeta","2019-03-24T11:02:44Z","2019-04-16T07:56:05Z"
"","368","[SOLR-12304] More Like This component interesting term fix +tests","This Pull Request cover the bug fix and tests for the Interesting Term parameter of the More Like This component.","closed","","alessandrobenedetti","2018-05-02T16:41:37Z","2019-06-14T21:43:26Z"
"","580","LUCENE-8700: IndexWriter.yield()","This provides a new `IndexWriter.yield()` method, and adds testing for it to `RandomIndexWriter` which will now use `yield()` to flush concurrently during `commit()`. I also added a flag for disabling this behavior. I'm not sure if it's needed though, since no tests failed I pulled out the flushing logic from `DocumentupdateDocument` into a standalone method `flushPending` - I initially wanted to refactor and share but the code doesn't lend itself to that without adding arguments to these methods, and it wasn't clear the result would be better.","closed","","msokolov","2019-02-19T20:22:44Z","2019-03-13T14:09:47Z"
"","535","LUCENE-8639: Prevent new threadstates from being created while we cut over to a new delete queue","This prevents an edge case where suddenly a lot of threads start indexing while we carry over sequence ids from the previous to the new delete queue. We now lock creation of new thread states for a very short time until we created and assigned a new delete queue.","closed","","s1monw","2019-01-15T15:39:23Z","2019-01-16T15:37:50Z"
"","575","SOLR-13235: Split Collections API Ref Guide page","This PR takes the massive collections-api.adoc page for the Collections API and splits it into several smaller, more focused, child pages.  The following new pages will be added:  - Cluster and Node Management (cluster-node-management.adoc): Define properties for the entire cluster; check the status of a cluster; remove replicas from a node; utilize a newly added node; add or remove roles for a node. - Collection Management (collection-management.adoc): Create, list, reload and delete collections; set collection properties; migrate documents to another collection; rebalance leaders; backup and restore collections. - Collection Aliasing (collection-aliasing.adoc): Create, list or delete collection aliases; set alias properties. - Shard Management (shard-management.adoc): Create and delete a shard; split a shard into two or more additional shards; force a shard leader. - Replica Management (replica-management.adoc): Add or delete a replica; set replica properties; move a replica to a different node.  Remaining on the Collections API page is the detail about how to make asynchronous API requests, since it applies to all commands. Intro text on collections-api.adoc is also changed to reflect it's new role.  Link references to specific API commands throughout the Ref Guide are also updated.  The page still ""lives"" in the same place under ""SolrCloud Configuration and Parameters"", where it has been in the page hierarchy. A broader re-org of the pages under the SolrCloud section is warranted, but is out of scope for now.  Also not included in this PR is any new content for v2-style API commands or missing params or examples, and those are out of scope for this change.","closed","","ctargett","2019-02-15T21:26:10Z","2019-06-12T15:09:45Z"
"","569","LUCENE-8687: Optimise radix partitioning for points on heap","This PR revives the idea of path slices so we do not have to hold many copies of the same data on memory.","closed","","iverase","2019-02-08T07:21:26Z","2019-02-11T07:15:55Z"
"","598","LUCENE-8712: Polygon2D does not detect crossings in some cases","This PR reverts the logic for line crossing to boolean and adds logic to skip crossing checks for query lines over the dateline.","closed","","iverase","2019-03-07T08:11:20Z","2019-03-12T07:40:55Z"
"","299","docs(intelliJSetup): Mention the link related to project-setup in IDE","This PR is to show some solr-wiki-page-links on the README.md page. The instructions mentioned on the README.md page is not enough to set up the project in the IDEs.   The wiki pages are very helpful, but are not easily accessible. Having their references on the `README.md` page will be quite helpful for beginners.","closed","","abhidemon","2018-01-06T15:32:27Z","2019-01-20T20:20:12Z"
"","120","SOLR-4735 Improve Solr metrics reporting","This PR is based on the initial patch by Kelvin Wong, with portions from Jeff Wartes (see Jira issue for more details).  Changes include: * centralized metric registry management in `SolrMetricManager` * hierarchical names for metrics, both inside registries and when reported by JMX. * more reusable API outside of `SolrCore` context.","closed","","sigram","2016-11-29T13:59:29Z","2019-01-18T21:54:01Z"
"","19","LUCENE-7064: Make MultiPhraseQuery immutable","This PR is based at the highest commit point common to master, branch_6x and branch_6_0 so it should be easy to merge with any or all of them.  My original mail to the dev list doesn't seem to get through, so I repeat it here:  > While checking how to migrate my custom components from lucene/solr 5.1 to 6.x I stumbled upon the fact that oal.search.MultiPhraseQuery is not immutable like most other implementations (see e.g.: https://issues.apache.org/jira/browse/LUCENE-6531) >  > Since it is part of the public API I would suggest splitting it in an immutable class and a builder like was done for most other Queries _before_ releasing an official 6.x version. >  > I did a quick scan through all derived classes of Query and I compiled the following list (ignoring sources in test or contrib folders) > Some of them are already marked as experimental (but should perhaps receive the ""official"" @lucene.experimental tag ?) > For some it's possibly not an issue since they should never end up in a filter cache (like MoreLikeThisQuery ?), but then a comment specifying the exception to the rule should perhaps be added. >  > I'll probably already have a go at the MultiPhraseQuery case shortly and create a JIRA issue with a PR for it. >  > Luc Vanlerberghe >  > lucene/search: > - org.apache.lucene.search.MultiPhraseQuery >  > lucene/queries: > - org.apache.lucene.queries.CommonTermsQuery > - org.apache.lucene.queries.CustomScoreQuery (marked as @lucene.experimental) > - org.apache.lucene.queries.mlt.MoreLikeThisQuery >  > lucene/suggest: > - org.apache.lucene.search.suggest.document.ContextQuery (marked as @lucene.experimental) >  > lucene/facet: > - org.apache.lucene.facet.DrillDownQuery (marked as @lucene.experimental) >  > solr/core: > - org.apache.solr.search.ExtendedQueryBase >   Several derived classes, among which: >   - org.apache.solr.query.FilterQuery >   - org.apache.solr.query.SolrRangeQuery (marked as @lucene.experimental) >   - org.apache.solr.search.RankQuery (marked in comment as experimental, but not its derived classes) >   - org.apache.solr.search.WrappedQuery > - org.apache.solr.search.join.GraphQuery (marked as @lucene.experimental) > - org.apache.solr.search.SolrConstantScoreQuery (marked in comment as experimental, but not the derived FunctionRangeQuery)","closed","","LucVL","2016-03-03T13:27:44Z","2016-03-04T10:31:10Z"
"","31","SOLR-8716 Upgrade to Apache Tika 1.12","This PR is an attempt to address https://issues.apache.org/jira/browse/SOLR-8716, I ran the test suite with no issues. Please let me know if there are additional issues I need to deal with here.","closed","","lewismc","2016-04-20T00:14:22Z","2018-08-01T03:37:20Z"
"","585","LUCENE-8698: Fix replaceIgnoreCase method bug in EscapeQuerySyntaxImpl","This PR is about bug fixing for the replaceIgnoreCase method in the EscapeQuerySyntaxImpl class. Current latest code can occur **StringIndexOutOfBoundsException**.  Please refer to the following JIRA link: [LUCENE-8698](https://issues.apache.org/jira/browse/LUCENE-8698)  Signed-off-by: Namgyu Kim","open","","danmuzi","2019-02-22T19:22:01Z","2019-03-26T17:03:00Z"
"","652","LUCENE-8775: Tessellator: Improve the election of diagonals when splitting the polygon","This PR introduces:  - Make sure that resulting polygons from splitting logic are valid CW polygons.  - Make sure an error is thrown if a polygon cannot be splitted.  - Adds several test to the tessellator.","closed","","iverase","2019-04-23T10:27:07Z","2019-06-06T07:14:55Z"
"","345","LUCENE-8229: Add Weight.matches() method","This PR adds a method to Weight that allows iterating over the matching positions (and offsets if available) for a particular document and field.","closed","","romseygeek","2018-03-28T14:45:57Z","2019-01-19T00:40:37Z"
"","50","SOLR-9280 - make nodeName a configurable parameter in solr.xml","This patch makes live nodeName configurable via solr.xml by setting  ``` xml               ${solr.nodeName:}        ```  To test, I randomly set nodeName in `AbstractFullDistribZkTestBase` for complete coverage.  I've gotten all tests to pass both when ALWAYS using a random nodeName and with it being set randomly. However during one particular run I got a test failure for the following: `ant test  -Dtestcase=TestReqParamsAPI -Dtests.method=test -Dtests.seed=391BC4715DE8C2FE -Dtests.slow=true -Dtests.locale=pl-PL -Dtests.timezone=Asia/Chungking -Dtests.asserts=true -Dtests.file.encoding=UTF-8` but am unable to reproduce the issue in eclipse and at this time am not sure if its related","open","","kelaban","2016-07-08T19:44:22Z","2017-02-19T00:01:54Z"
"","357","[SOLR-12238] Synonym Queries boost","This patch involves the synonym management in the query building/parser phase. It adds the possibility of getting the payloads from a Graph Token Stream and then use the payload to build boost queries for terms and phrase queries.  Tests are included for a better understanding of the use cases. This is an initial patch, happy to extend it or improve it !","closed","","alessandrobenedetti","2018-04-19T01:55:08Z","2020-02-24T10:29:42Z"
"","204","SOLR-10710: Fix LTR contrib failures","This patch fixes the tests failing in LTR. There will be more work to do on the tests because some rely on absolute scores from Apache Solr, so change in the index / scoring function could break them (in this case it was LUCENE-7730). I would merge this to fix the problems with the tests failing, and then open a new Jira item to enhance the tests.","closed","","diegoceccarelli","2017-05-19T16:13:54Z","2017-05-25T16:50:46Z"
"","202","SOLR-10703 DocTransformer implements Closeable","This patch adds a prepare and a finish method to the interface of DocTransformer allowing a developer to perform actions before/after a doc transformer is applied to a result set. My use case was to benchmark the performance of a transformer, since transformer time is not part of QTime.","open","","diegoceccarelli","2017-05-18T09:04:05Z","2019-08-04T14:32:41Z"
"","636","SOLR-10409 - Added support for rows=x in /export to limit number of docs exported (With unit tests)","This lets user add rows=x  parameter to request to limit number of docs they get from /export query  rows=x { x=0 => returns numFound=0 and no docs in results - this is existing behavior (I guess, unintended) x=undefined or x>=numFound => will not have any effect on existing behavior  x < numFound => will return first x docs only (in specified sorted order ) in results. }  Note Reg. Unit Testing. Given **DOCUMENT_BATCH_SIZE = 30000;** in **ExportWriter.java:87** , ideal testing should be done on index with >30k docs. I have tested all edge cases with the batch_sizes to 100 and 1.  Or is it ok to add a unit test with 30k small docs?","open","","b-pradeeprao","2019-04-04T16:59:26Z","2019-06-11T18:52:33Z"
"","512","#Lucene-2562: Make Luke a Lucene/Solr module","This is the draft pull request for LUCENE-2562, based on this repository (Swing version Luke). https://github.com/DmitryKey/luke  This adds `luke` module to the Lucene tar/zip distribution.","closed","","mocobeta","2018-12-04T14:43:30Z","2019-11-10T10:16:19Z"
"","490","#Lucene-2562: Make Luke a Lucene/Solr module","This is the draft pull request for LUCENE-2562, based on this repository (Swing version Luke). https://github.com/DmitryKey/luke","closed","","mocobeta","2018-11-04T03:40:09Z","2019-11-10T10:16:16Z"
