"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","399","Update overview.html","合并原作者的更新","closed","","mezhou887","2013-11-03T15:26:21Z","2013-11-03T15:29:01Z"
"","16150","Doc: SockJS not working in IE9 when Spring Security is enabled [SPR-11525]","**[Christopher Savory](https://jira.spring.io/secure/ViewProfile.jspa?name=csavory)** opened **[SPR-11525](https://jira.spring.io/browse/SPR-11525?redirect=false)** and commented  I'm using Spring Boot 1.0.0.RC4, which brings in SF 4.0.2.RELEASE and Spring Messaging 4.0.2.RELEASE.  I am also using Spring Security.  If I test my WebSocket Application using IE9 it does not work.  I get an error on the websocket connect.  I can see that I get two iFrame files, but then that is followed by an error.  I also tested the Portfolio Example, which uses Spring Security using IE9 and it doesn't work. https://github.com/rstoyanchev/spring-websocket-portfolio.  Lastly I brought the simple gs-messaging-stomp-websocket-complete content into my project to see if it would work in IE9.  It works if I remove Spring Security from the class path, but does not work if I enable spring security.  ---  **Affects:** 4.0.2  **Reference URL:** https://github.com/rstoyanchev/spring-websocket-portfolio/issues/29#issuecomment-37038183  **Attachments:** - [Logs.txt](https://jira.spring.io/secure/attachment/21808/Logs.txt) (_35.97 kB_)  **Issue Links:** - #16121 Provide guidance on using X-Frame-Options with SockJS iframe transports (_**""duplicates""**_)  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/15188a8eee31c0d42468bc11dd8d4e84901ff988","closed","type: task,","spring-projects-issues","2014-03-07T07:26:06Z","2019-01-11T21:37:39Z"
"","16231","ConversionService should remain capable of converting multidimensional array. [SPR-11608]","**[Christoph Strobl](https://jira.spring.io/secure/ViewProfile.jspa?name=cstrobl)** opened **[SPR-11608](https://jira.spring.io/browse/SPR-11608?redirect=false)** and commented  The following conversion works in `4.0.2` but fails in `4.0.3`.  ```java   @Test   public void multidimensionalArrayToListConversionShouldConvertEntriesCorrectly() {     String[][] grid = new String[][] { new String[] { ""1"", ""2"", ""3"", ""4"" }, new String[] { ""5"", ""6"", ""7"", ""8"" },         new String[] { ""9"", ""10"", ""11"", ""12"" } };      ConversionService conversionService = ConversionServiceFactory.createDefaultConversionService();     List converted = conversionService.convert(grid, List.class);     String[][] convertedBack = conversionService.convert(converted, String[][].class);      Assert.assertArrayEquals(grid, convertedBack);   } ```    ---  **Affects:** 4.0.3  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/5c9fc0985204338d4a979c76a3ca7d3fd843e8b0, https://github.com/spring-projects/spring-framework/commit/b9bac1d3b6cba90997b4c2564bcff3d8d51ab19b","closed","in: core,","spring-projects-issues","2014-03-26T08:02:49Z","2014-03-26T22:34:10Z"
"","16034","EhCacheCacheManager does not wrap runtime-registered caches with TransactionAwareCacheDecorator [SPR-11407]","**[Christoph Strobl](https://jira.spring.io/secure/ViewProfile.jspa?name=cstrobl)** opened **[SPR-11407](https://jira.spring.io/browse/SPR-11407?redirect=false)** and commented  `EhCacheManager` fails to return a decorated `Cache` when requesting a `Cache` that has been added at runtime, for the first time, from the backing `CacheManager`. This causes values to be added to the cache in case the transaction is rolled back. Any subsequent operations will work fine off the second request `EhCacheManager` returns the properly decorated instance.  The test listed below reproduces the scenario.  * `testValuesShouldNotBeAddedToCacheWhenCacheRequestedForFirstTimeAndTransactionIsRolledBack` fails as the values are added to the cache though they should not have been. * `testValuesShouldNotBeAddedToCacheWhenCacheRequestedSeveralTimesAndTransactionIsRolledBack` succeeds as the cache was requested one time before using it within the transaction.  ```java @RunWith(SpringJUnit4ClassRunner.class) @ContextConfiguration @Transactional @TransactionConfiguration(transactionManager = ""transactionManager"") public class TransactionalEhCacheManagerUnitTests {    // some transactional service where caching is used somewhere   private @Autowired FooService transactionalService;    // spring cacheManager   private @Autowired CacheManager cacheManager;    // backing EhCacheManager used to add Cache at runtime and get cache statistics   private @Autowired net.sf.ehcache.CacheManager ehCacheManager;    @Configuration   @EnableCaching   public static class Config {      @Bean     public PlatformTransactionManager transactionManager() throws SQLException {        DataSourceTransactionManager txmgr = new DataSourceTransactionManager();       txmgr.setDataSource(dataSource());       txmgr.afterPropertiesSet();        return txmgr;     }      @Bean     public DataSource dataSource() throws SQLException {        DataSource dataSourceMock = mock(DataSource.class);       when(dataSourceMock.getConnection()).thenReturn(mock(Connection.class));        return dataSourceMock;     }      @Bean     public CacheManager cacheManager() {        EhCacheCacheManager cacheManager = new EhCacheCacheManager();       cacheManager.setCacheManager(ehCacheManager());       cacheManager.setTransactionAware(true);        return cacheManager;     }      @Bean     public net.sf.ehcache.CacheManager ehCacheManager() {       return net.sf.ehcache.CacheManager.newInstance();     }      @Bean     public FooService fooService() {       return new FooService();     }      @Bean     public BarRepository barRepository() {       return new BarRepository();     }   }    @AfterTransaction   public void after() {     assertThat(ehCacheManager.getCache(""bar"").getStatistics().getSize(), equalTo(0L));   }    /**    * If the {@link Cache} is added at runtime the cache manager should use {@link TransactionAwareCacheDecorator} to    * decorate cache and use the transaction aware one for caching operations.    */   @Rollback(true)   @Test   public void testValuesShouldNotBeAddedToCacheWhenCacheRequestedForFirstTimeAndTransactionIsRolledBack() {      ehCacheManager.addCache(""bar"");     transactionalService.foo();   }    @Rollback(true)   @Test   public void testValuesShouldNotBeAddedToCacheWhenCacheRequestedSeveralTimesAndTransactionIsRolledBack() {      ehCacheManager.addCache(""bar"");     // get the cache explicitly one time so that the next call will get the decorated cache instance     cacheManager.getCache(""bar"");      transactionalService.foo();   }    static class FooService {      private @Autowired BarRepository repo;      @Transactional     public String foo() {       return ""foo"" + repo.bar();     }   }    static class BarRepository {      @Cacheable(""bar"")     public String bar() {       return ""bar"";     }    } } ```  The same issue should exist with `JCacheManager`.  ---  **Affects:** 3.2.7, 4.0.1  **Issue Links:** - #16143 Properly wrap runtime-registered caches with TransactionAwareCacheDecorator  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/ef1748f69444053a9bece0df76859ee10cc1550c, https://github.com/spring-projects/spring-framework/commit/42dec022037b1a942cd546fd6f4b9e3e3991849e  **Backported to:** [3.2.8](https://github.com/spring-projects/spring-framework/milestone/96?closed=1)","closed","in: core,","spring-projects-issues","2014-02-09T21:31:51Z","2019-01-11T21:27:54Z"
"","15874","Regression: ClassCastException using @CacheEvict with primitive varargs [SPR-11249]","**[Christian Simonelli](https://jira.spring.io/secure/ViewProfile.jspa?name=chrysimo)** opened **[SPR-11249](https://jira.spring.io/browse/SPR-11249?redirect=false)** and commented  Hi, annotating a method with the `@CacheEvict` (prob also with other `@Cache`* annotation) and using varargs with primitive parameters I get the following exception.  I'm able to reproduce the exception at glance...  ``` @CacheEvict(value = { ""..."" }, allEntries = true) public void someMethod( String arg0,long... varArgs) {      .... } ```  ``` java.lang.ClassCastException: [J cannot be cast to [Ljava.lang.Object; 	at org.springframework.cache.interceptor.CacheAspectSupport$CacheOperationContext.extractArgs(CacheAspectSupport.java:376) ~[spring-context-4.0.0.RELEASE.jar:4.0.0.RELEASE] 	at org.springframework.cache.interceptor.CacheAspectSupport$CacheOperationContext.(CacheAspectSupport.java:366) ~[spring-context-4.0.0.RELEASE.jar:4.0.0.RELEASE] 	at org.springframework.cache.interceptor.CacheAspectSupport$CacheOperationContexts.(CacheAspectSupport.java:337) ~[spring-context-4.0.0.RELEASE.jar:4.0.0.RELEASE] ```  Christian  ---  **Affects:** 4.0 GA  **Issue Links:** - #15497 Cache KeyGenerators treat var-args as a single array","closed","in: core,","spring-projects-issues","2013-12-19T08:10:28Z","2019-01-11T18:25:16Z"
"","15731","Support placeholder in EnableMBeanExport [SPR-11105]","**[Christian Dupuis](https://jira.spring.io/secure/ViewProfile.jspa?name=cdupuis)** opened **[SPR-11105](https://jira.spring.io/browse/SPR-11105?redirect=false)** and commented  It would be really handy if Spring could support placeholders and expressions in annotations. Specifically in Enable* annotations. See the following as an example:  `@EnableMBeanExport`(defaultDomain = ""${spring.jmx.default_domain:my-domain}"")   ---  **Affects:** 4.0 RC1","closed","type: enhancement,","spring-projects-issues","2013-11-21T04:22:03Z","2013-12-03T15:15:35Z"
"","15709","Allow InstrumentationSavingAgent for usage with Attach API [SPR-11083]","**[Christian Dupuis](https://jira.spring.io/secure/ViewProfile.jspa?name=cdupuis)** opened **[SPR-11083](https://jira.spring.io/browse/SPR-11083?redirect=false)** and commented  The JVM Attach API requires an Agent to implement a agentmain method and specify the agent in the MANIFEST.MF using the Agent-Class header.  For reference see http://docs.oracle.com/javase/6/docs/jdk/api/attach/spec/index.html and https://blogs.oracle.com/CoreJavaTechTips/entry/the_attach_api.  Currently InstrumentationSavingAgent can only be used with -javaagent.   ---  **Affects:** 4.0 RC1  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/63c143be619c9008b0f600d216dd04777d7629d8, https://github.com/spring-projects/spring-framework/commit/f6f0adf63bc9c4e738482dc05053dbb239b686d6","closed","type: enhancement,","spring-projects-issues","2013-11-11T06:56:29Z","2013-12-03T15:15:36Z"
"","15766","Support multiple comma-separated values in X-Forwarded-Host header [SPR-11140]","**[Chris Pimlott](https://jira.spring.io/secure/ViewProfile.jspa?name=pimlottc)** opened **[SPR-11140](https://jira.spring.io/browse/SPR-11140?redirect=false)** and commented  The support for the `X-Forwarded-Host` header added in #14743 does not account for having multiple comma-separated hosts in the header, e.g.:  > X-Forwarded-Host: foo.com, bar.com, baz.com  Test case:  ```   @Test   public void testMultiValuedXForwardedHostHeader() {     MockHttpServletRequest request = new MockHttpServletRequest();     request.addHeader(""X-Forwarded-Host"", ""a.example.org, b.example.org, c.example.org"");      assertEquals(""a.example.org"", ServletUriComponentsBuilder.fromRequest(request).build().getHost());   } ```  ---  **Affects:** 3.2.5","closed","type: bug,","spring-projects-issues","2013-12-02T13:07:50Z","2019-01-11T19:36:54Z"
"","15895","ConversionService mapping to existing Object [SPR-11270]","**[Chris Mercer](https://jira.spring.io/secure/ViewProfile.jspa?name=cmercer)** opened **[SPR-11270](https://jira.spring.io/browse/SPR-11270?redirect=false)** and commented  The ConversionService does not have a way to convert from a source to an existing object.  The scenario I am dealing with is having multiple object types mapped to one object type, multiple data objects mapped to a single DTO object.  What I would like to do is something like this.  Dest dest = conversionService.convert(source_1, Dest.class); conversionService.convert(source_2, dest); conversionService.convert(source_3, dest);  This allows the data for source_2, source_3 to be added to the dest object after it is initially created.   ---  **Affects:** 4.0 GA","closed","status: bulk-closed,","spring-projects-issues","2013-12-31T08:30:47Z","2019-01-12T02:46:23Z"
"","16050","Ensure server messages contain a destination matching that of the original subscription for user destinations [SPR-11423]","**[Chris Mathias](https://jira.spring.io/secure/ViewProfile.jspa?name=chris@revelfire.com)** opened **[SPR-11423](https://jira.spring.io/browse/SPR-11423?redirect=false)** and commented  Scenario: Register a user-specific queue/topic. Send a message. Review the response.  The portfolio example works because the destination resolution is performed via subscription id.  Some implementations require queue destination string matching. There is an accommodation called 'glob' matching for situations like how Spring is handling the user uniqueness, however the fact that the response frames truncate the /user/ causes an implementation like Dart-Stomp to not actually resolve.  I'm not sure if this is a bug or improvement request. I'm also not sure if you would consider it a bug in dart-stomp or a bug in Spring.  Uncertain if other implementations of Stomp use only subscription-id or also rely on path matching.  By way of example:  Register for subscription to: /user/queue/socket/responses  ``` [""SUBSCRIBE\nid:1\ndestination:/user/queue/socket/responses\n\n\u0000""...ommitted ```  Understandably, Spring uniquifies this value so a response comes down:  ``` a[""MESSAGE\ncontent-type:application/json;charset=UTF-8\nsubscription:1\nmessage-id:h9vfizvw-0\ndestination:/queue/socket/responses-userh9vfizvw\ncontent-length:2289...ommitted ```  If Spring returned '/user/queue/socket/responses-userh9vfizvw' instead of '/queue/socket/responses-userh9vfizvw' and the match used Glob matching then this would all work just fine.  The Glob matching is akin to /user/queue/socket/responses*  However the /user is taken off and thus fails. I have worked around this by forking the dart-stomp implementation and changing the match to use subscription-id but this seems like a less flexible long term approach.  ---  **Affects:** 4.0.1  **Reference URL:** https://github.com/revelfire/stomp/commit/3dcfbefc2ec218fc79e77445c1acabd2eed5315a  **Issue Links:** - #16271 SUBSCRIBE response message should match the original message destination  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/1200755125f97c2f1035586081645bb244b06304, https://github.com/spring-projects/spring-framework/commit/443fb8e4eed3c0db4185633959266fdf0ff2cbe7, https://github.com/spring-projects/spring-framework/commit/32e5f57e647022d9ea82c03670936bf31f8467de","closed","type: bug,","spring-projects-issues","2014-02-12T18:57:59Z","2019-01-11T21:27:42Z"
"","15953","DefaultUserDestinationResolver not recognizing user destinations [SPR-11329]","**[Chris Mathias](https://jira.spring.io/secure/ViewProfile.jspa?name=chris@revelfire.com)** opened **[SPR-11329](https://jira.spring.io/browse/SPR-11329?redirect=false)** and commented  private String destinationPrefix = ""/user/""; private String subscriptionDestinationPrefix = ""/user/queue/"";  But based on the docs one would readily think that one can set up any destination (or customize it using sendToUser() methods/annotations.  However if the client registers anything that doesn't match /user/queue they will never get the message.  So it's a bit of hardcoded info that becomes ""magic"", requiring code reading to understand what to set and why other approaches (read: paths) don't work.   ---  1 votes, 3 watchers","closed","status: declined,","spring-projects-issues","2014-01-18T14:41:50Z","2019-01-13T21:01:31Z"
"","15952","Multi-message frames over STOMP. [SPR-11328]","**[Chris Mathias](https://jira.spring.io/secure/ViewProfile.jspa?name=chris@revelfire.com)** opened **[SPR-11328](https://jira.spring.io/browse/SPR-11328?redirect=false)** and commented  Multi-message frames over STOMP.  If I am connecting over websocket and in a single frame pass two messages (e.g. a page is setting up a list of subscribers on bootstrap of a SPA) the spring/stomp bit only recognizes the first message, the rest just disappear as if they weren't sent.  With the control character it should be possible to recognize a list of messages.  Will this be supported?  I am using the STOMP library for Dart and it may be an artifact of that library not sending two frames when it should.  ---  **Issue Links:** - #16152 Support receiving fragmented STOMP frames","closed","type: enhancement,","spring-projects-issues","2014-01-18T14:40:48Z","2019-01-11T19:00:46Z"
"","15951","spring-messaging automatically assumes Principal.getName() is unique for sending messages to users [SPR-11327]","**[Chris Mathias](https://jira.spring.io/secure/ViewProfile.jspa?name=chris@revelfire.com)** opened **[SPR-11327](https://jira.spring.io/browse/SPR-11327?redirect=false)** and commented  Security automatically assumes user.username for per-use channel sends.  In systems which are multi-tenant and usernames can be non-unique this is an issue.  I believe I have solved it by providing a custom UserDetails where getName() returns user.getGuid() but I am wondering if this is going to be solved by the framework.  My solution feels a bit like a hack.  Much like userDestinationPrefix can be specified, User property to manage outbound message endpoint secondary prefix could also be specifiable.   ---  **Affects:** 4.0 GA  **Reference URL:** https://gist.github.com/revelfire/8497728#file-customuserdetails-java  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/ae06c3a6ab36785aa3fc69aa1672e3a7d621e4a0, https://github.com/spring-projects/spring-framework/commit/e4ad2b352e35a0cdbc5d4834f9689a13162c8d19","closed","type: bug,","spring-projects-issues","2014-01-18T14:39:06Z","2014-01-28T13:07:13Z"
"","15950","@Header does not take any arbitrary headers in. [SPR-11326]","**[Chris Mathias](https://jira.spring.io/secure/ViewProfile.jspa?name=chris@revelfire.com)** opened **[SPR-11326](https://jira.spring.io/browse/SPR-11326?redirect=false)** and commented  Arbitrary headers passed to the STOMP message show up in ""nativeHeaders"" and must be manually parsed from there. Also the documentation is ambiguous about this (doesn't mention it that I noticed).  Seems like it would make sense to call this ""customHeaders"", or better yet have the lookup able to dig in there as well. Otherwise my code has to inject nativeHeaders, then look through that map manually, which is extra lines of code in every relevant message/method.   ---  **Reference URL:** https://gist.github.com/revelfire/8497728#file-modelcontroller-java  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/5053fdc8c9114a44df95fbfc38ca0d2e9be99776","closed","type: bug,","spring-projects-issues","2014-01-18T14:37:10Z","2014-01-28T13:07:14Z"
"","15757","Dependency Injection issue when using ManagedMap or ManagedList in BeanDefinitionParser [SPR-11131]","**[Chris Mathews](https://jira.spring.io/secure/ViewProfile.jspa?name=chrismathews)** opened **[SPR-11131](https://jira.spring.io/browse/SPR-11131?redirect=false)** and commented  I just hit an issue when upgrading one of my projects from Spring 3.2.4 to 3.2.5.  Here is the basic scenario simplified down to the core details: * Implemented a custom Spring namespace * Programatically wiring up a bean class, let's call it WidgetRegistry that maintains a Map * The WidgetStack instances are also programatically wired in the namespace and they maintain a List\. * The Widget is a simple class that has one member variable injected on it using `@Inject`.  I have tested this scenario from 3.0.0 all the way up to 3.2.4 and everything works as expected (4.0.0.M1 - M3 also work). When I upgrade to 3.2.5, 4.0.0.RC1 or 4.0.0-SNAPSHOT however things explode. The problem is that the Widget instances (inside the List) are no longer being injected upon.  To be more exact only the first element (index 0) is not being injected upon... the rest of the Widget instances are being fully populated. This also only occurs when implemented as part of a custom namespace using ManagedMap and ManagedList to wire the appropriate Collections. If I wire the beans explicitly in Spring xml then everything works as expected.  Attached is a small sample project I threw together to demonstrate the problem.  ---  **Affects:** 3.2.5, 4.0 RC1  **Attachments:** - [spring-test.zip](https://jira.spring.io/secure/attachment/21517/spring-test.zip) (_10.52 kB_)  **Issue Links:** - #16170 Providing unique names to prototype inner beans causes excessive memory and CPU use  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/242ecdc448ee705220d4e8befa00f274a1c7ff53, https://github.com/spring-projects/spring-framework/commit/d0fc38ec76da3c3b7949c5fa6a4d2783dc8df12c  **Backported to:** [3.2.6](https://github.com/spring-projects/spring-framework/milestone/94?closed=1)","closed","in: core,","spring-projects-issues","2013-11-27T11:52:58Z","2019-01-11T19:26:50Z"
"","16045","Threading issues causing apparent deadlock [SPR-11418]","**[chip stettler](https://jira.spring.io/secure/ViewProfile.jspa?name=robert.stettler@capitalone.com)** opened **[SPR-11418](https://jira.spring.io/browse/SPR-11418?redirect=false)** and commented  I have two beans that implement `@Async` methods.  I have an async method in bean #1 calling an async method in bean #2.  I create A ThreadPoolExecutor with 5 core threads, 10 max threads and 25 queue length.  I created a test that creates 5 parallel calls to bean#1 async method.  The threads appear to deadlock and a timeout occurs on the Future.get().  If I increase the core threads to 6 the test executes with no problem.  If I remove an `@Async` from either bean so that there is no nesting of async calls then everything works fine.  Seems like a bug as it sort of works if there are enough threads but the queuing aspect of the thread pool seems to break when nested.    ---  **Affects:** 3.2.4  **Attachments:** - [thread-test.zip](https://jira.spring.io/secure/attachment/21667/thread-test.zip) (_16.20 kB_)","closed","status: bulk-closed,","spring-projects-issues","2014-02-11T20:13:11Z","2019-01-12T02:45:52Z"
"","15545","direct field access cannot bind data to List object [SPR-10917]","**[Chen Zhao](https://jira.spring.io/secure/ViewProfile.jspa?name=chenzhao)** opened **[SPR-10917](https://jira.spring.io/browse/SPR-10917?redirect=false)** and commented  when i use direct field access feature，i found it's not support bind data to `java.util.List`.  ```java implements WebBindingInitializer  @Override public void initBinder(WebDataBinder binder, WebRequest req) {       binder.initDirectFieldAccess(); } ```  in controller :  ```java @RequestMapping(""/add"") public @ResponseBody String testList(User user){     return ""ok""; }   public class User{   List addressList; }  public class Address{   String province;   String city; } ```  test url:  ``` http://localhost:8080/add?addressList[0].province=hubei&addressList[0].city=wuhan ```    ---  **Affects:** 3.2.4","closed","status: bulk-closed,","spring-projects-issues","2013-09-15T23:23:40Z","2019-01-12T02:30:15Z"
"","16170","Providing unique names to prototype inner beans causes excessive memory and CPU use [SPR-11545]","**[Charles Yates](https://jira.spring.io/secure/ViewProfile.jspa?name=ceyates)** opened **[SPR-11545](https://jira.spring.io/browse/SPR-11545?redirect=false)** and commented  We have a web application that averages around 30 hits per minute.  After upgrading Spring from 3.2.5 to 3.2.7 we observed some problems.  Over a period of one week there was a slow increase in heap usage resulting in OutOfMemoryErrors, and a gradual increase in CPU per request by a factor of ten.  CPU profiling shows the bulk of the time increase is in the method adaptInnerBeanName of BeanDefinitionValueResolver.  Heap analysis shows the increase in memory use is in the ConcurrentHashMaps dependentBeanMap and dependenciesForBeanMap of DefaultSingletonBeanRegistry.  This problem appears to be a result of commit d0fc38ec76da3c3b7949c5fa6a4d2783dc8df12c, the fix for issue #15757.  This application uses something on the order of 100 or so prototype beans per request.  Over time providing these beans with unique names is an unmanageable proposition.  ---  **Affects:** 3.2.6, 3.2.7, 3.2.8  **Issue Links:** - #15757 Dependency Injection issue when using ManagedMap or ManagedList in BeanDefinitionParser - #15871 Regression: InjectionMetadata cache needs to handle different bean classes per bean name  **Backported to:** [3.2.9](https://github.com/spring-projects/spring-framework/milestone/97?closed=1)","closed","type: bug,","spring-projects-issues","2014-03-12T09:11:08Z","2019-01-11T21:37:29Z"
"","15925","Typo in documentation about @MatrixVariable [SPR-11301]","**[Chanoch Wiggers](https://jira.spring.io/secure/ViewProfile.jspa?name=chanoch)** opened **[SPR-11301](https://jira.spring.io/browse/SPR-11301?redirect=false)** and commented  In this section, the following excerpt should say required=false to allow optionality for matrix variables with default value. required=true means that an exception is thrown if the matrix variable is omitted  A matrix variable may be defined as optional and a default value specified:  // GET /pets/42  `@RequestMapping`(value = ""/pets/{petId}"", method = RequestMethod.GET) public void findPet(`@MatrixVariable`(required=true, defaultValue=""1"") int q) {      // q == 1  }   ---  **Affects:** 4.0 GA  **Reference URL:** http://docs.spring.io/spring/docs/4.0.0.RC1/spring-framework-reference/html/mvc.html#mvc-ann-matrix-variables  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/bac9f43b66626a3821d9ea34f2fac03444e21f09","closed","type: task,","spring-projects-issues","2014-01-12T12:34:03Z","2014-01-28T13:07:13Z"
"","15856","Backward compatibility of BeanUtils.copyProperties broken for copying wrapped types to primitive types (and vice versa) on 3.2.6 and 4.0.0 [SPR-11231]","**[Chad Wilson](https://jira.spring.io/secure/ViewProfile.jspa?name=voiceinsideyou)** opened **[SPR-11231](https://jira.spring.io/browse/SPR-11231?redirect=false)** and commented  The change made for #15834 in https://github.com/spring-projects/spring-framework/commit/bc5affa79a67b28c858730dd69156ebf6161164a appears to have broken backward compatibility for primitive types where boxing/autoboxing was required between read and write methods.  Boolean.class is not ""assignable"" from boolean.class (and similar for other types) however this previously worked fine using BeanUtils.copyProperties, relying on auto boxing/unboxing.  Was this change intentional?  Could you consider using org.springframework.util.ClassUtils@isAssignable(lhsType, rhsType) to handle this without breaking backwards compatibility?  ---  **Affects:** 3.2.6, 4.0 GA  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/8a3b4c69c89d0bf56ef210f5166c79ee77be3935, https://github.com/spring-projects/spring-framework/commit/0a4d28d5d54aa179f5a9cde21db3ad8b9a671199  **Backported to:** [3.2.7](https://github.com/spring-projects/spring-framework/milestone/95?closed=1)","closed","in: core,","spring-projects-issues","2013-12-15T20:29:02Z","2019-01-11T18:25:45Z"
"","16322","Prefix aware BeanPropertySqlParameterSource  [SPR-11700]","**[cemo koc](https://jira.spring.io/secure/ViewProfile.jspa?name=cemokoc)** opened **[SPR-11700](https://jira.spring.io/browse/SPR-11700?redirect=false)** and commented  Please add support for prefix for BeanPropertySqlParameterSource. It would be nice to bind values with prefix as well. For example:  ``` class Sample{     private userId; } ```  In my sql a prefix such as 'entity':  ``` ""select * from sample where user_id = :entity.userId"" ```    ---  **Affects:** 4.0.3","closed","status: bulk-closed,","spring-projects-issues","2014-04-16T06:56:57Z","2019-01-12T00:20:13Z"
"","16286","Introduce a mechanism for abstract types at component scanning [SPR-11663]","**[cemo koc](https://jira.spring.io/secure/ViewProfile.jspa?name=cemokoc)** opened **[SPR-11663](https://jira.spring.io/browse/SPR-11663?redirect=false)** and commented  I would like to create some proxy beans based on interfaces. I will provide some basic examples to make clear.  Use case 1: Creating a proxy restful client based on interface  ``` @Target({ElementType.TYPE}) @Retention(RetentionPolicy.RUNTIME) @Documented @Component public @interface Restful {    String value() default """"; }  @Restful  public interface MyRestClient {    @Get(""/events/{year}/{location}"")   EventList getEventsByYearAndLocation(int year, String location);   } ```  Use case 2: Creating a proxy repository instance based on interfaces  ``` @MyRepository // new annotation public interface PersonRepository {    List findByLastnameOrderByFirstnameAsc(String lastname);   List findByLastnameOrderByFirstnameDesc(String lastname); } ```  In order to provide this functionality I had to dig many codes from Spring Data project and became little frustrated with result. I had to create 6-7 class and most of them are duplicated. As a result of my implementation basically I had to create a custom InstantiationAwareBeanPostProcessorAdapter to create beans with custom logic after registering them.  I would like to see a configuration mechanism for registering beans for abstract types dynamically. I was considering an API for component scanning such as ComponentScanProcessor. Each registered ComponentScanProcessor can decide about candidates.  This will help to reduce a fair amount codes in many projects even Spring Data which is creating repository beans from Interfaces.  ---  **Affects:** 4.0.3  **Issue Links:** - #17399 ClassPathScanningCandidateComponentProvider doesn't respect AnnotationTypeFilter - #18794 `@Configuration` interface with Java 8 default methods (as a standalone artifact) - #16509 Spring-specific index file for component candidate classes - #19118 Classes with abstract `@Lookup` methods not registered in case of classpath scanning  3 votes, 6 watchers","open","type: enhancement,","spring-projects-issues","2014-04-04T12:42:56Z","2020-08-24T17:39:27Z"
"","16282","add AnnotationParameterNameDiscoverer from Spring Security [SPR-11659]","**[cemo koc](https://jira.spring.io/secure/ViewProfile.jspa?name=cemokoc)** opened **[SPR-11659](https://jira.spring.io/browse/SPR-11659?redirect=false)** and commented  Spring Security has AnnotationParameterNameDiscoverer which is quite useful. It would be nice have in Spring Core instead of Security.  Here is the implementation:  https://github.com/spring-projects/spring-security/blob/master/core/src/main/java/org/springframework/security/core/parameters/AnnotationParameterNameDiscoverer.java   ---  **Affects:** 4.0.3","closed","status: bulk-closed,","spring-projects-issues","2014-04-04T05:37:57Z","2019-01-12T00:20:35Z"
"","16281","add overload methods of PrioritizedParameterNameDiscoverer#addDiscoverer [SPR-11658]","**[cemo koc](https://jira.spring.io/secure/ViewProfile.jspa?name=cemokoc)** opened **[SPR-11658](https://jira.spring.io/browse/SPR-11658?redirect=false)** and commented  org.springframework.core.PrioritizedParameterNameDiscoverer has addDiscoverer method which is accepting another parameter name discoverer. Please add another method for adding discoverers by index.  Use case: I am trying to implement a simple application which is trying to discover parameter names in this order:  1. Annotation approach as Spring MVC 2. JDK 8 approach 3. LocalVariableTableParameterNameDiscoverer  DefaultParameterNameDiscoverer seems nice but it is not possible adding another discoverer to top of the discoverer list. I would like to use it with changing order of parameter discoverers.    ---  **Affects:** 4.0.3","closed","status: bulk-closed,","spring-projects-issues","2014-04-04T05:35:12Z","2019-01-12T00:20:38Z"
"","16238","Provide a mechanism for adding ApplicationContextInitializer instances [SPR-11615]","**[cemo koc](https://jira.spring.io/secure/ViewProfile.jspa?name=cemokoc)** opened **[SPR-11615](https://jira.spring.io/browse/SPR-11615?redirect=false)** and commented  Registering ApplicationContextInitializer has improved since #15938. I need to register my context ApplicationContextInitializer's instances instead of ApplicationContextInitializer's Class. Is it possible to improve the ContextLoader to pass instance of ApplicationContextInitializer.  ---  **Affects:** 4.0.3  **Issue Links:** - #17036 Support org.springframework.context.ApplicationContextInitializer usage programmatically (in Servlet 3.0+ environments) (_**""duplicates""**_)","closed","type: enhancement,","spring-projects-issues","2014-03-27T07:19:35Z","2019-01-11T21:06:57Z"
"","16179","Ant style basename for ReloadableResourceBundleMessageSource [SPR-11555]","**[cemo koc](https://jira.spring.io/secure/ViewProfile.jspa?name=cemokoc)** opened **[SPR-11555](https://jira.spring.io/browse/SPR-11555?redirect=false)** and commented  Current implementation of ReloadableResourceBundleMessageSource accepts exact name of the basename. I am suggesting to have ant path style declaration. What do you think?   ---  **Affects:** 3.2.8  1 votes, 2 watchers","closed","status: bulk-closed,","spring-projects-issues","2014-03-14T11:49:05Z","2019-01-12T02:45:22Z"
