"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","1505","合并更新","合并更新","closed","","fqyee","2017-08-24T03:03:21Z","2017-08-24T06:42:22Z"
"","1690","Polish: anonymous inner classes containing only one method should become lambdas,","Polish: anonymous inner classes containing only one method should become lambdas, use getOrDefault instead of ternary operator","closed","","igor-suhorukov","2018-02-16T07:03:27Z","2018-02-16T13:51:38Z"
"","1490","Fix for SPR-15804 - BatchUpdate with multiple sql statements is failing","Please fix for #SPR-15804 - BatchUpdate with multiple sql statements is failing","closed","","anilkumarkatta204","2017-08-02T07:06:06Z","2017-08-02T13:28:13Z"
"","1597","SPR-16211 - Change getter method visibility of ParsedSql","ParsedSql parsedSql = NamedParameterUtils.parseSqlStatement(sql); parsedSql.getParameterNames(); //NOT public","closed","status: superseded,","quaff","2017-11-17T03:35:37Z","2019-07-31T08:02:34Z"
"","1608","Enhanced MockRestResponseCreators by a withStatus with body and media type","Otherwise one have to do something like this: ```     private static class SomeResponseCreator extends DefaultResponseCreator {          SomeResponseCreator(HttpStatus statusCode) {             super(statusCode);         }     } ```","closed","","hadjiski","2017-11-29T16:53:15Z","2017-12-18T17:42:04Z"
"","1579","SPR-16138 - MockHttpServletRequest: use computed serverName","otherwise it's easy to accidentally get 'localhost' even if you set a `Host:` header","closed","","stevenschlansker","2017-10-27T20:01:49Z","2017-11-06T17:44:53Z"
"","1649","Matcher for asserting that header does exists","Opposite of existing matcher HeaderResultMatchers#doesNotExist this is minor change so i dont created jira issue","closed","","neonailol","2018-01-22T15:56:55Z","2018-01-25T04:25:30Z"
"","1611","Add missing verb on the note about relays","Obvious Fix","closed","","ugultopu","2017-12-04T01:59:53Z","2017-12-04T16:20:40Z"
"","1584","SPR-16154 - Correctly handle NVARCHAR, LONGNVARCHAR and NCLOBs (master)","NVARCHAR , LONGNVARCHAR and NCLOBs 4000 characters or less are set viasetNString.","closed","","jmax01","2017-11-02T20:24:50Z","2017-11-03T19:38:46Z"
"","1693","Fix typo","MockMVc -> MockMvc","closed","","urangurang","2018-02-19T07:37:59Z","2018-02-21T19:22:46Z"
"","1697","Merge pull request","Merge pull request","closed","","wenshenjun","2018-02-22T01:19:27Z","2018-02-22T01:21:06Z"
"","1585","Fixed a broken link","John Blum reported that the link whose text reads ""Request and session scoped beans"" points to https://docs.spring.io/spring/docs/current/spring-framework-reference/testing.html#beans-factory-scopes-other but should point to https://docs.spring.io/spring/docs/current/spring-framework-reference/core.html#beans-factory-scopes.  I fixed the asciidoc file accordingly. My text editor (Atom) strips spaces at the ends of lines, which accounts for the other changes.","closed","","Buzzardo","2017-11-02T21:42:29Z","2017-11-03T01:22:29Z"
"","1540","SPR-16032 - Fix tonkenizer","It uses the `ch == 0` to check whether this expression reaches end, makes me impossible to use `\0` in Spring EL like following:  ``` #{#str?.split('\0')} ```","closed","","zzt93","2017-09-29T03:10:55Z","2017-10-04T09:55:57Z"
"","1598","AbstractListenerWebSocketSession: suspend the channel when there is no demand","Issues: SPR-16207","closed","","violetagg","2017-11-17T08:49:54Z","2017-11-23T06:34:32Z"
"","1688","SPR-16499 - MockHttpServletRequest.getReader vs. getInputStream","Issue: SPR-16499","closed","","av-pinzur","2018-02-15T13:44:53Z","2018-06-13T19:42:47Z"
"","1686","MockHttpServletRequest.getReader vs. getInputStream","Issue: SPR-16499","closed","","av-pinzur","2018-02-14T23:03:01Z","2018-02-15T14:00:02Z"
"","1661","SPR-16460 - Add SAP HANA to common database platforms","Issue: SPR-16460","closed","","breglerj","2018-02-02T14:39:07Z","2018-05-05T17:53:06Z"
"","1618","Let Netty Webclient optionally follow redirects.","Issue: SPR-16277","closed","","agent-ost","2017-12-07T10:48:23Z","2018-03-30T13:45:01Z"
"","1616","SPR-16265  - Fix Stomp Broker Relay ignoring destination prefixes in some cases","Issue: SPR-16265  https://jira.spring.io/browse/SPR-16265","closed","","Toilal","2017-12-05T14:11:46Z","2017-12-11T21:25:30Z"
"","1532","ProtobufHttpMessageConverter: Ensure that JSON is written to response body","Issue: SPR-15988","closed","","aahlenst","2017-09-21T10:27:02Z","2017-09-21T10:45:50Z"
"","1508","SPR-15906 - Fix wrong instructions for building documentation","Issue: SPR-15906","closed","","LinkedList","2017-08-29T13:03:56Z","2017-08-29T14:51:22Z"
"","1622","Improve performance of some string operations","Issue: https://jira.spring.io/browse/SPR-16293","closed","","dreis2211","2017-12-12T16:16:48Z","2017-12-12T17:36:07Z"
"","1614","Reduce access on user in SimpleBrokerMessageHandler.handleMessageInternal","Issue: https://jira.spring.io/browse/SPR-16264","closed","","dreis2211","2017-12-05T10:24:48Z","2017-12-05T23:40:39Z"
"","1510","Create session-based WebSessionIdResolver","Introduces HeaderSessionIdResolver, which allows storing session ids in headers instead of cookies.  Related issue: SPR-15917","closed","","gregturn","2017-08-30T21:07:25Z","2017-09-09T11:20:30Z"
"","1499","Jackson encoder and decoder should use provided mime types","Instead of always using the default JSON mime types.  SPR-15866","closed","","rlindooren","2017-08-16T10:53:36Z","2017-08-16T13:46:49Z"
"","1695","Tokenizer - removing unnecessary boxing","Instead of ""Integer.valueOf(ch)"" can be simply ""(int) ch""","closed","status: superseded,","vladad","2018-02-20T07:32:53Z","2021-05-19T10:43:59Z"
"","1736","Update TransactionTemplate#equals() and #hashCode()","Inspect the PlatformTransactionManager property as well. Issues: SPR-16572","closed","","arne-vandamme","2018-03-09T08:15:17Z","2018-03-09T08:35:14Z"
"","1615","Fixed exception message","initialDelayString is parsed into long not integer","closed","","gro-gg","2017-12-05T10:43:36Z","2017-12-09T23:47:30Z"
"","1523","Spr 15950 PathMatchingResourcePatternResolver.java cannot find any resources in jar file in weblogic and websphere","In my project, I used this code to find resources in jar file. It works nice in tomcat and spring-boot:run but cannot find any resources in jar file in weblogic and websphere . So by read this stackoverflow https://stackoverflow.com/questions/17429736/spring-configuration-files-loading-not-working-on-websphere-7 I think rewrite PathMatchingResourcePatternResolver() maybe the best answer. Issue: SPR-15950 huangjie 2017/9/11 09:29","closed","in: core,","kk580kk","2017-09-11T01:38:35Z","2021-12-03T09:46:10Z"
"","1492","Avoid NoSuchMethodException generation","In my application this exception is generated at rate ~2000 exceptions per one minute (it is generated inside spring-data-jpa, my application intensively interacts with database).  This change may help to avoid slow operation of creation exception and its stack trace.","closed","status: declined,","anavrotski","2017-08-03T22:10:16Z","2020-06-23T07:55:29Z"
"","1489","Modify from return method 'requiredSingleResult' to 'singleResult' in in NamedParameterJdbcTemplate`s queryForObject","in DataAccessUtils.java, ``` public static  T singleResult(@Nullable Collection results) throws IncorrectResultSizeDataAccessException { 		int size = (results != null ? results.size() : 0); 		if (size == 0) { 			return null; 		} 		if (results.size() > 1) { 			throw new IncorrectResultSizeDataAccessException(1, size); 		} 		return results.iterator().next(); 	} ``` 	public static  T requiredSingleResult(@Nullable Collection results) throws IncorrectResultSizeDataAccessException { 		int size = (results != null ? results.size() : 0); 		if (size == 0) { 			throw new EmptyResultDataAccessException(1); 		} 		if (results.size() > 1) { 			throw new IncorrectResultSizeDataAccessException(1, size); 		} 		return results.iterator().next(); 	}`  when result`s size is 0, singleReust method return null  and requiredSingleResult method throw 'EmptyResultDataAccessException'.  In NamedParameterJdbcTemplate\`s queryForObject method use DataAccessUtils`s requiredSingleResult method.  This means developer using queryForObject in NamedParameterJdbcTemplate additionally accepts and handles EmptyResultDataAccessException when result size of query is 0.  I think Handling process when result size is 0 is not  Jdbctemplate\`s role or DAO`s role so, NamedParmeterJdbcTemplate should return null when result size is 0.","closed","","sjkim2322","2017-08-02T05:23:23Z","2017-08-02T16:22:54Z"
"","1603","removed incorrect @Nullable annotations from queryForObject methods","In both javadocs and implementations it is clearly stated that these methods cannot return null and will throw IncorrectResultSizeDataAccessException instead. It seems that they were marked as `@Nullable` by mistake.","closed","","isopov","2017-11-22T11:05:43Z","2017-11-22T11:58:02Z"
"","1589","SPR-16171 MediaType, add application/schema+json","Implementation of SPR-16171 -  adding MediaTypes - application/schema+json - application/schema+json;charset=UTF-8 - application/problem+json;charset=UTF-8","closed","","simplicii","2017-11-07T19:54:57Z","2018-12-17T22:30:36Z"
"","1678","Supports ConversionService on SingleColumnRowMapper","I've fixed the [SPR-16483](https://jira.spring.io/browse/SPR-16483).","closed","","kazuki43zoo","2018-02-11T16:25:02Z","2018-02-12T07:15:58Z"
"","1528","Allow to override a validation message using bean validation message code","I've fixed [SPR-15967](https://jira.spring.io/browse/SPR-15967). Please review this.","closed","type: enhancement,","kazuki43zoo","2017-09-15T09:41:33Z","2021-12-03T12:58:05Z"
"","1634","SPR-16324 - Added overloading methods to addPathPatterns and excludePathPatterns","I've decided to add these methods because it's inconvenient to add paths to method one by one, separating them by commas, if I want to include them to properties file, I'm forced to add them through cycle. This is an implementation of method that makes it possible to use the list of strings in a way that's more convenient.","closed","","rinorium","2017-12-24T01:04:39Z","2018-01-08T22:37:46Z"
"","1529","First Pull Request","I wan to join as a contributor.","closed","","sandeepjariya","2017-09-15T14:11:54Z","2017-09-15T14:29:46Z"
