"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","1471","refactor redundancy code in spring-core/src/main/java/org/springframe…","…work/util/CommonsLogWriter.java","closed","status: superseded,","qcq","2017-07-07T16:09:59Z","2021-04-27T11:09:57Z"
"","1480","SPR-15786 - Fix UriUtils.extractFileExtension() when the path fragment include '?' character","Prior to this commit, the function UriUtils.extractFileExtension()  is not able to correclty parse a path uri which include a fragment path mixed by a query string.  e.g :  - UriUtils.extractFileExtension(""/xxx/yyy.json#aaa?bbb""); // => return ""json#aaa"" instead of ""json""  - UriUtils.extractFileExtension(""/xxx/yyy.json#aaa.xml?bbb""); // => return ""xml"" instead of ""json""  Issue: SPR-15786 ICLA: already submitted","closed","","medbelamachi","2017-07-18T21:13:50Z","2017-07-19T20:35:24Z"
"","1375","SPR-15413: Add Kotlin coroutines for ListenableFuture","Prior to this commit there was no support for converting Kotlin **coroutines** to/from **ListenableFuture**. Following that change a number of functions will be available for such conversion.  Specifically these functions are introduced:   - // for converting suspending lambda to ListenableFuture    `fun  listenableFuture(context: CoroutineContext = CommonPool,        block: suspend () -> T): ListenableFuture`   - // for converting Deffered into ListenableFuture    `fun  Deferred.asListenableFuture(): ListenableFuture`   - // for converting ListenableFuture into suspending function    `suspend fun  ListenableFuture.await(): T`  The code in this PR draws heavily on the code from https://github.com/Kotlin/kotlinx.coroutines/blob/master/kotlinx-coroutines-jdk8/src/main/kotlin/kotlinx/coroutines/experimental/future/Future.kt. This is why Roman Elizarov is also an author.","closed","in: core,","konrad-kaminski","2017-04-04T22:49:46Z","2022-05-26T15:11:05Z"
"","1306","Print session attributes in PrintingResultHandler in Spring MVC Test","Print session attributes in PrintingResultHandler in Spring MVC Test when print result handler is enabled. Update unit and smoke tests accordingly.  JIRA issue: https://jira.spring.io/browse/SPR-15189","closed","","f-lopes","2017-01-25T18:59:31Z","2017-04-30T17:58:14Z"
"","1302","Only apply dependency-management and propdeps-maven to subprojects","Previously, the dependency management and propdeps-maven plugins were being applied to all projects. The latter caused a problem with publishing to Artifactory as the buildSrc project now had the propdeps-maven plugin applied to it.  This commit removes the logic that was applying the propdeps-plugin to all projects so that it's only applied to subprojects excluding the buildSrc project. The logic that applies the dependency management plugin has been moved to the same location. It is applied after the propdeps-maven plugin as, otherwise, the pom customization does not work correctly and optional dependencies are not included in generated poms.  Issue: SPR-15167","closed","","wilkinsona","2017-01-19T21:42:03Z","2017-01-19T21:44:23Z"
"","1276","SPR-15054: Add Kotlin extensions for function Web API","PR ready to be merged after @jhoeller approval.","closed","","sdeleuze","2016-12-26T16:56:17Z","2021-04-28T09:56:56Z"
"","1335","Refactor with String#isEmpty()","Polish few classes with `.isEmpty()` instead of `.length() == 0`.","closed","","stonio","2017-02-21T15:25:06Z","2017-02-22T11:25:18Z"
"","1369","Deprecate AsyncRestTemplate and simply access to request/response object in Web[Test]Client","Please read the individual commit messages for more information.  @rstoyanchev Can this be merged?","closed","","poutsma","2017-03-29T12:13:21Z","2017-03-29T16:25:50Z"
"","1408","SPR-15492 - Improve servlet request parameter name handling","Parameters whose names are including square brackets such as ""items[0][id]"" and ""items[0][tags][]"" produce org.springframework.beans.InvalidPropertyException when binding to a model object  This commit improves the WebUtils class by adding simple regular expressions, so those parameters can be bound to a model object without unnecessary exception  Issue: SPR-15492","closed","","HomoEfficio","2017-04-28T04:13:45Z","2017-06-01T02:11:26Z"
"","1461","fix a missing line of xml fragment","Obviously missing the **""schemaLocation""** property","closed","","vincenthsin","2017-06-17T06:18:17Z","2017-06-17T08:34:05Z"
"","1329","Fix typo in Javadoc","Obvious Fix","closed","","kmiya","2017-02-16T09:26:11Z","2017-02-16T14:59:03Z"
"","1470","SPR-15742 - Add Mediatype for Nottingham Problem","Nottingham Problem Media type: application/problem+json https://tools.ietf.org/html/rfc7807","closed","","simplicii","2017-07-06T09:06:01Z","2017-08-17T04:50:28Z"
"","1385","Merge pull request #1 from spring-projects/master","mrege Request","closed","","tianrobin","2017-04-12T07:58:10Z","2017-04-12T08:01:13Z"
"","1406","merge request","merge request","closed","","tianrobin","2017-04-26T11:09:32Z","2017-04-26T12:00:53Z"
"","1349","Doc fix for example of GenericApplicationContext & representation of ConditionalGenericConverter","Making easier for understanding example of GenericApplicationContext by changing undeclared object `ctx` to `context`. And, also fix for representation of ConditionalGenericConverter interface. I think these changes are essential.","closed","","aviskarBasnet","2017-03-05T06:42:39Z","2017-03-05T09:12:24Z"
"","1366","Spring JDBC not correctly processing Postgresql ?| and ?& operator","JIRA link https://jira.spring.io/browse/SPR-15382  Postgresql has many functional operators such as ?| and ?& (for example [https://www.postgresql.org/docs/9.5/static/functions-json.html]).  Spring JDBC processing for this case is not correct. When running the following SQL: ``` select '[""3"", ""11""]'::jsonb ?| '{1,3,11,12,17}'::text[] ```  ... I see exceptions like this: ``` class org.springframework.dao.InvalidDataAccessApiUsageException SQL [select '[""3"", ""11""]'::jsonb ?| '{1,3,11,12,17}'::text[]]: given 1 parameters but expected 0 ```  If I use placeholders I see: ``` class org.springframework.dao.InvalidDataAccessApiUsageException Not allowed to mix named and traditional ? placeholders. You have 1 named parameter(s) and 1 traditional placeholder(s) in statement:  ... ```","closed","","arturgspb","2017-03-27T08:49:18Z","2017-03-27T08:57:16Z"
"","1298","SPR-15142: Set MockSessionCookieConfig#maxAge default to -1","JIRA issue [SPR-15142](https://jira.spring.io/browse/SPR-15142).","closed","","vpavic","2017-01-15T23:16:58Z","2017-01-16T02:24:00Z"
"","1370","javadocs : removed a duplicate word and fixed grammar.","javadocs : removed a duplicate word and fixed grammar.","closed","","ameyjadiye","2017-03-31T20:52:12Z","2017-04-02T06:11:18Z"
"","1361","[javadoc] Remove a redundant word.","javadoc: remove a redundant word.","closed","","linbaiye","2017-03-21T05:01:25Z","2017-03-27T12:31:05Z"
"","1354","Fix a typo in ValidationUtils.java","javadoc typo","closed","","QBNemo","2017-03-13T03:55:59Z","2017-03-27T08:13:13Z"
"","1440","Revert Incorrect MessagingTemplate Change","Issue: SPR-15991  The change to ""optimize"" the template by not rebuilding the reply message when the original header channels was null was incorrect.  We need to null out those headers if they were originally null.","closed","","garyrussell","2017-05-31T16:32:50Z","2017-05-31T19:13:54Z"
"","1466","SPR-15708 - Add debug logging for CORS rejections","Issue: SPR-15708 I have submitted the ICLA.","closed","","shorn","2017-06-28T01:15:26Z","2017-07-03T07:50:12Z"
"","1463","Add onError callback to DeferredResult","Issue: SPR-15614","closed","","violetagg","2017-06-23T19:54:46Z","2017-06-30T07:15:29Z"
"","1435","Timeout Overrides in Messaging Templates","Issue: SPR-15591  Provide a mechanism to override the configured send and receive timeouts in the GenericMessagingTemplate.  - overload `doReceive()` to take a receive timeout argument - for `sendAndReceive()` methods examine message headers for these timeout values   - remove headers to avoid propagation   - avoid the unconditional rebuild of the reply message if the original headers weren't present - also remove headers from simple `send()` operations - change javadocs for the setters to indicate they are now defaults - add properties to allow the user to override the header names used - change `TemporaryReplyChannel` to use the `send` argument and change it to static   - add package-protected ctor to avoid the compiler creating a synthetic ctor for access","closed","","garyrussell","2017-05-26T17:33:10Z","2017-05-31T16:33:45Z"
"","1395","Add originalMessage to ErrorMessage","Issue: SPR-15459","closed","","garyrussell","2017-04-19T18:07:04Z","2017-04-19T18:16:58Z"
"","1368","Use JDK8 hashCode() for primitives in ObjectUtils","Issue: SPR-15395","closed","","dreis2211","2017-03-28T17:15:26Z","2017-04-06T11:34:14Z"
"","1367","Ensure NPE will not be thrown when cancelling a subscription","Issue: SPR-15393","closed","","violetagg","2017-03-28T11:09:02Z","2017-03-29T20:03:41Z"
"","1301","Apply propdeps-maven plugin to ensure the optional deps are in poms","Issue: SPR-15167","closed","","wilkinsona","2017-01-19T17:32:18Z","2017-01-19T19:48:40Z"
"","1303","Enable Reactive Jetty's Websocket suspend/resume functionality","Issue: SPR-15130","closed","","violetagg","2017-01-23T18:49:51Z","2017-01-25T00:50:05Z"
"","1308","Fix trailing / handling in UriComponents(Builder)","Issue: SPR-15124","closed","","sdeleuze","2017-01-28T11:25:47Z","2021-04-28T09:56:57Z"
"","1284","Implement MessagingException.toString()","Issue: SPR-15091","closed","","garyrussell","2017-01-04T13:56:49Z","2017-01-05T09:26:10Z"
"","1439","SPR-15602 - Optimize DefaultUserDestinationResolver.resolveDestination()","Issue: https://jira.spring.io/browse/SPR-15602","closed","","dreis2211","2017-05-31T14:56:49Z","2017-06-01T06:31:07Z"
"","1320","Use Class.getTypeName() where appropriate","Issue: https://jira.spring.io/browse/SPR-15237","closed","","dreis2211","2017-02-08T19:38:31Z","2017-02-08T23:25:02Z"
"","1291","SPR-15121 - Update DataSourceTransactionManager.java","IsolationLevelDataSourceRouter.determineCurrentLookupKey returns the result was null, since AbstractPlatformTransactionManager.getTransaction (TransactionDefinition definition) before calling doBegin(Object transaction, TransactionDefinition definition), setCurrentTransactionIsolationLevel(Integer isolationLevel) is not set, but get a connection, it's bug.","closed","status: declined,","springrain","2017-01-10T10:10:19Z","2021-11-24T14:13:05Z"
"","1376","SPR-14925: Return 5xx HTTP status for invalid target types with Jackson","InvalidDefinitionException has been introduced in Jackson 2.9 to be able to differentiate invalid data sent from the client (should still generate a 4xx HTTP status code) from server side errors like beans with no default constructor (should generate a 5xx HTTP status code).  Could you have a look and say me if you are ok @poutsma ?","closed","","sdeleuze","2017-04-05T08:39:14Z","2021-04-28T09:56:58Z"
