"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","814","Add missing super.httpMethods(); in OkHttpClientHttpRequestFactoryTes…","…ts.httpMethods()","closed","","izeye","2015-06-07T09:53:59Z","2015-06-15T16:18:13Z"
"","779","HttpMessageConverterExtractor.extractData should TRY each HttpMessageConverter","In `HttpMessageConverterExtractor.extractData` method, it loops for all `HttpMessageConverter` to return the converted result. This is correct but not perfect. Sometimes, it's not always possible to determine `canRead` with only 'return type' and `MediaType`. So my suggestion is, within the `for` loop, 'TRY' each `HttpMessageConverter` - I mean wrap the `return` statement within a try-catch. As I said, it's possible that one or more `HttpMessageConverter` `canRead` but in practice it `throws IOException`, then with the round robin loop, it may ultimately find the last one `HttpMessageConverter` which `canRead` and really convert the data into the expected return type. If none of them did the expected conversion, let `RestClientException` throw as usual.  So my suggested solution is:  ``` Java     public T extractData(ClientHttpResponse response) throws IOException {          MessageBodyClientHttpResponseWrapper responseWrapper = new MessageBodyClientHttpResponseWrapper(response);         if(!responseWrapper.hasMessageBody() || responseWrapper.hasEmptyMessageBody()) {             return null;         }         MediaType contentType = getContentType(responseWrapper);          for (HttpMessageConverter messageConverter : this.messageConverters) {             if (messageConverter instanceof GenericHttpMessageConverter) {                 GenericHttpMessageConverter genericMessageConverter = (GenericHttpMessageConverter) messageConverter;                 if (genericMessageConverter.canRead(this.responseType, null, contentType)) {                     if (logger.isDebugEnabled()) {                         logger.debug(""Reading ["" + this.responseType + ""] as \"""" +                                 contentType + ""\"" using ["" + messageConverter + ""]"");                     }                     try{                         return (T) genericMessageConverter.read(this.responseType, null, responseWrapper);                     }catch(IOException|HttpMessageNotReadableException e){                         if (logger.isDebugEnabled()) {                             logger.debug(""FAILURE of Reading ["" + this.responseType + ""] as \"""" +                                     contentType + ""\"" using ["" + messageConverter + ""]"", e);                          }                     }                 }             }             if (this.responseClass != null) {                 if (messageConverter.canRead(this.responseClass, contentType)) {                     if (logger.isDebugEnabled()) {                         logger.debug(""Reading ["" + this.responseClass.getName() + ""] as \"""" +                                 contentType + ""\"" using ["" + messageConverter + ""]"");                     }                     try{                         return (T) messageConverter.read((Class) this.responseClass, responseWrapper);                     }catch(IOException|HttpMessageNotReadableException e){                         if (logger.isDebugEnabled()) {                             logger.debug(""FAILURE of Reading ["" + this.responseType + ""] as \"""" +                                     contentType + ""\"" using ["" + messageConverter + ""]"", e);                          }                     }                 }             }         }         throw new RestClientException(                 ""Could not extract response: no suitable HttpMessageConverter found for response type ["" +                         this.responseType + ""] and content type ["" + contentType + ""]"");     }    ```","closed","","jhcao23","2015-04-18T22:01:14Z","2015-04-20T12:49:16Z"
"","780","Spr 12683","Improve extensibility of TestContext bootstrapping & context caching  These commits include numerous refactorings and enhancements to the bootstrapping and context caching mechanisms in the Spring TestContext Framework.  Issue: SPR-12683","closed","","sbrannen","2015-04-19T17:32:37Z","2015-04-19T17:44:15Z"
"","858","Improve description about return value types of handler method in reference doc","Improve as follows: - Add an WebAsyncTask - Add a CompletionStage - Trivial improvement  Please review. I have signed and agree to the terms of the SpringSource Individual Contributor License Agreement.","closed","in: web,","kazuki43zoo","2015-08-15T17:53:44Z","2019-05-24T08:35:01Z"
"","870","RequestParam plus MultipartFIle","if there is a controller method with code like this:  ``` public void uploadFile( @RequestParam(value = ""file"",required = true) MultipartFile file){     //some code } ```  and there is no header which name is ""Content-Type"" in the request,then the method ""resolveName"" will throw MultipartException which is from the method ""assertIsMultipartRequest"" even if the value of attribute which name is ""required"" is true.   The expected response should be throw MissingServletRequestParameterException i think. Because it is convenient for coder to execute the same code when there is no enough parameters.","closed","","rocky-peng","2015-09-05T07:33:41Z","2022-02-18T19:11:04Z"
"","863","ignore illegal String in SpringFactoriesLoader#loadFactoryNames","I write a spring-boot app，but when config EnableAutoConfiguration like as follows：  ``` org.springframework.boot.autoconfigure.EnableAutoConfiguration=\ com.yiji.boot.core.configuration.AppConfiguration,\ com.yiji.boot.core.configuration.LogConfiguration,\ com.yiji.boot.core.configuration.HeraConfiguration, ```  a comma at the end，and throw exception `class path resource [.class] cannot be opened because it does not exist`.this is because `SpringFactoriesLoader#loadFactoryNames` dont ignore blank character.","closed","status: declined,","bohrqiu","2015-08-20T02:29:46Z","2021-11-16T13:22:18Z"
"","817","Make AbstractAdaptableMessageListener getResponseDestination aware of response JMS Destination if set","I was trying to implement a kind of router - retrieve a message in JmsListener annotated method, create a new message inside it (that basically embraces the request message) and send it to dynamically chosen queue, based on some processing logic. Unfortunately SendTo annotation doesn't allow for dynamic destination choosing and my incoming messages can't have ReplyTo field set. I've ended witch the following code, that works:  ``` @JmsListener(destination = ""inbound.queue"") //@SendTo(""Only static queue possible"") public Message router(Message src, Session s) throws JMSException {     TextMessage dst = s.createTextMessage(((TextMessage) src).getText());     // based on some processing logic, we want dst to be placed in some queue     // This works, but is a ""hack"":     src.setJMSReplyTo(new MQQueue(""some.queue""));     // This doesn't work but is much more clean solution provided with this pull request     dst.setJMSDestination(new MQQueue(""some.queue""));     return dst; } ```  There are some good reasons why modifying request (incoming) message is bad idea. First of all, it is good to treat inbound messages as immutable objects and not mess with changing their properties. Second, not all listener use cases are suitable for request/reply patterns. The original meaning for JMSDestination is informative one (to be used by receiving party to check what queue message originates from). Therefore message brokers ignore those properties when sending messages, while try to keep it informative on message reception. So reusing JMSDestination for hinting Spring Container about overriding SendTo annotation is not abusive and will allow to write a more clean code.","closed","","bartprokop","2015-06-14T17:37:08Z","2015-06-15T22:04:42Z"
"","842","SPR-13257 support empty URIs","I have signed and agree to the terms of the SpringSource Individual Contributor License Agreement.","closed","","dvdckl","2015-07-22T02:17:54Z","2015-07-29T09:44:47Z"
"","847","SPR-13229: Remove Tiles 2 support","I have signed and agree to the terms of the SpringSource Individual Contributor License Agreement.","closed","","cynicLT","2015-07-23T18:58:05Z","2015-07-24T11:18:08Z"
"","846","SPR-13235: Deprecate Velocity support","I have signed and agree to the terms of the SpringSource Individual Contributor License Agreement.","closed","","cynicLT","2015-07-23T18:46:32Z","2015-07-24T11:17:21Z"
"","845","SPR-13235: Deprecate Velocity support","I have signed and agree to the terms of the SpringSource Individual Contributor License Agreement.","closed","","cynicLT","2015-07-23T17:32:54Z","2015-07-23T18:36:57Z"
"","735","Fix reserved set definition according to appendix A of RFC 3986","I have signed and agree to the terms of the SpringSource Individual Contributor License Agreement.","closed","","rjozwik","2015-02-10T22:32:01Z","2016-01-25T22:31:38Z"
"","818","Header values are optional in Stomp 1.1 and 1.2","I have signed and agree to the terms of the SpringSource Individual Contributor License Agreement","closed","","jking-roar","2015-06-15T17:37:32Z","2015-06-15T18:58:35Z"
"","812","SPR-13099: Prevent class leak in GenericConversionService","I briefly discussed this with @philwebb.  This is the (simple change) solution that I found, although it is not entirely correct.  The problem is that what is strongly reachable as long as a module is loaded is a Class object. Yet, the cache in GCS holds complex objects (keys), which in turn hold the aforementioned class object. Hence, with the proposed patch, it is possible that the `cache -> key -> class object` connection will get severed here:  ``` cache -> key -> class object       ^ ```  before the class object is being disposed of, while the ""correct"" loose link should be here:  ``` cache -> key -> class object              ^ ```  Yet, I've looked at the problem for a couple of hours and don't see how we can do better. This is in part mitigated by the use of soft (as opposed to weak) references though.","closed","","ericbottard","2015-06-05T09:11:42Z","2015-06-15T13:46:39Z"
"","745","Provide access to tasks scheduled with the ScheduledTaskRegistrar","https://jira.spring.io/browse/SPR-12748","closed","","tobiasmh","2015-02-24T04:40:35Z","2015-02-26T13:06:48Z"
"","732","allow passing a TestContext and TestContextBootstrapper instance to TestContextManager","https://jira.spring.io/browse/SPR-12683 in Spring Jira  /cc @sbrannen @jhoeller","closed","type: enhancement,","lhotari","2015-02-03T16:36:15Z","2019-02-22T14:27:26Z"
"","731","allow overriding AbstractTestContextBootstrapper.resolveContextLoader method","https://jira.spring.io/browse/SPR-12682 in Spring Jira  /cc @sbrannen","closed","","lhotari","2015-02-03T15:14:49Z","2015-04-14T22:41:39Z"
"","729","SPR-5580 Adding ChildOf annotation to apply MergedBeanDefinition to annotated beans.","How to reference parent-bean from annotated spring, like with component-scan?  The question came up during work life when we were trying to shift towards component-scan. Found that ""historical"" issue with most of the most given.  Here some pull-request extended with some comments and a test-case.  I have signed and agree to the terms of the SpringSource Individual Contributor License Agreement.","closed","","janesser","2015-01-31T09:44:58Z","2018-06-08T06:02:48Z"
"","726","SPR-6343 ChildOf annotation.","How to reference parent-bean from annotated spring, like with component-scan?  The question came up during work life when we were trying to shift towards component-scan. Found that ""historical"" issue with most of the most given.  Here some pull-request extended with some comments and a test-case.","closed","","janesser","2015-01-25T21:37:47Z","2015-01-31T09:46:18Z"
"","868","Fix error in function org.springframework.http.HttpHeaders.getContent…","Function org.springframework.web.client.MessageBodyClientHttpResponseWrapper.hasMessageBody() returns wrong positive answer when http response has no body and no Content-Length header.  Important, that function org.springframework.http.HttpHeaders.getContentLength() returns -1 if header Content-Length does not exist in response and. But we rely only on 0 as answer.","closed","","auk","2015-09-01T09:50:55Z","2018-07-18T21:52:59Z"
"","823","Merge pull request #1 from spring-projects/master","fork","closed","","leizhiyuan","2015-06-22T14:13:09Z","2015-06-22T14:13:54Z"
"","768","Expose SimpleCommandLineArgsParser methods and fields","For example you work with Spring Boot + Spring Batch and you need to validate command line arguments as `JobParameters` in batch job. By default Spring Boot uses `SimpleCommandLinePropertySource` to resolve `Environment` parameters. This `PropertySource` implementation recognize `--optName[=optValue]` as argument with name `optName` and value `optValue`. On the other hand Spring Batch provides `DefaultJobParametersConverter` to resolve job parameters. This converter recognize `--optName[=optValue]` as _non-identifying_ argument with name `-optName` and value `optValue`. And if you want to use `JobParametersValidator` to validate requred and optional keys in `JobParameters` you need to check for `-optName` rather then `optName`. Or implement custom `JobParametersConverter` which will detect these arguments right. This functionality is pretty common but there are no JIRA features or discussions in mailing lists. This commit is to expose `SimpleCommandLineArgsParser` methods and extract fields for `--` and `=` to implement `SimpleCommandLineJobParametersConverter` in Spring Batch project.  I have signed and agree to the terms of the SpringSource Individual Contributor License Agreement.","closed","status: superseded,","mkanev","2015-04-03T23:18:27Z","2021-11-22T10:10:14Z"
