"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","882","SPR-13545: fix for nullpointer when receiving a request with an inval…","…id transport type  Tagging @nstarke who wrote the fuzzer that found the issue.","closed","","benkiefer","2015-10-07T02:51:34Z","2015-10-07T09:59:39Z"
"","883","Support the Model at @ExceptionHandler method argument by default","Issue: SPR-13546  For details, refer to the [SPR-13546](https://jira.spring.io/browse/SPR-13546). I have signed and agree to the terms of the SpringSource Individual Contributor License Agreement.","closed","","kazuki43zoo","2015-10-07T16:25:00Z","2015-10-07T17:59:27Z"
"","1014","Add newline at the beginning of textarea macro for FreeMarker and Velocity","Issue: SPR-13503  I've fixed textarea macro for FreeMarker and Velocity ([SPR-13503](https://jira.spring.io/browse/SPR-13503)). Please review this. I have signed and agree to the terms of the Spring ICLA.","closed","","kazuki43zoo","2016-03-22T19:59:06Z","2016-03-23T11:31:49Z"
"","877","Add merged annotation support to @CrossOrigin","Issue: SPR-13468  I have signed and agree to the terms of the SpringSource Individual Contributor License Agreement.","closed","","nithril","2015-09-20T14:13:19Z","2015-09-22T19:26:16Z"
"","871","Read large data using InputStreamResource at ResourceMessageConverter","Issue: SPR-13443  For details, refer to the [SPR-13443](https://jira.spring.io/browse/SPR-13443). I have signed and agree to the terms of the SpringSource Individual Contributor License Agreement.","closed","","kazuki43zoo","2015-09-07T17:26:50Z","2015-09-08T08:56:21Z"
"","899","Fix YamlMapFactoryBean wrapping integer keys with square brackets","Issue: SPR-13398  I have signed and agree to the terms of the Spring Individual Contributor License Agreement.","closed","","LinkedList","2015-10-24T16:50:06Z","2022-02-18T19:11:05Z"
"","895","Fix missing @EnableScheduling in documentation","Issue: SPR-10448  I have signed and agree to the terms of the Spring Individual Contributor License Agreement.","closed","","LinkedList","2015-10-22T16:55:44Z","2015-11-02T11:37:10Z"
"","892","Spring Jdbc add Postgresql ?-contained operator support","ISSUE: https://jira.spring.io/browse/SPR-13582  Postgresql have a many functional oparators such as ""?"" (for example jsonb operators http://www.postgresql.org/docs/9.4/static/functions-json.html)  Spring jdbc processing this case not correct. When run sql  ``` SELECT '[""1"",""2"",""3""]'::jsonb ? '4' ```  I see exception like this:  ``` class org.springframework.dao.InvalidDataAccessApiUsageException SQL [SELECT '[""1"",""2"",""3""]'::jsonb ? '4']: given 1 parameters but expected 0 ```  In pgjdbc this bug fixed in 2014 (https://github.com/pgjdbc/pgjdbc/pull/227)","closed","","arturgspb","2015-10-16T22:55:30Z","2015-10-28T18:11:14Z"
"","927","Improve support for custom HTTP verbs in Spring MVC Test","Issue: [SPR-13719](https://jira.spring.io/browse/SPR-13719)  Prior to this commit, Spring MVC Test only supports HTTP methods GET, POST, HEAD, OPTIONS, PUT, PATCH, DELETE, TRACE and multipart file upload. This pull adds generic methods to MockMvcRequestBuilders in order to allow testing of arbitrary HTTP methods in a Spring MVC application.  I have signed and agree to the terms of the Spring Individual Contributor License Agreement.","closed","","ksokol","2015-11-25T08:15:41Z","2016-01-21T14:16:57Z"
"","889","Add STRICT option to DateTimeFormatter in case of pattern","Issue: [SPR-13567](https://jira.spring.io/browse/SPR-13567)  Added STRICT option and changed test case. `y` in JSR-310 is different from that of classic Date API.  https://docs.oracle.com/javase/8/docs/api/java/time/format/DateTimeFormatter.html  `y` means not ""year"" but ""year-of-era"". This difference affects in case of STRICT mode.","closed","","making","2015-10-13T15:22:27Z","2022-02-18T19:11:04Z"
"","937","improved content length exception message","In case ShallowEtagHeaderFilter is not used, the message was confusing.  I have signed and agree to the terms of the Spring Individual Contributor License Agreement.","closed","","deki","2015-12-18T11:18:03Z","2016-01-08T08:31:25Z"
"","1035","fix WebRequest.checkNotModified docs","in all code samples and docs `request` is used instead of `webRequest`","closed","type: documentation,","kamilszymanski","2016-04-14T15:21:34Z","2020-06-23T13:56:49Z"
"","951","SPR-13044 MockRestRequestMatchers should have matchers for form data","Implementation of client matcher to assert if request contains expected form data  I have signed and agree to the terms of the Spring Individual Contributor License Agreement.","closed","","pwielgolaski","2016-01-06T16:59:19Z","2016-06-27T12:56:09Z"
"","891","SPR-13579: Support conversion from Strings to Java 8 Durations.","Implement conversion from `String`s to `java.time.Duration` instances using `Duration`'s `parse` method. This isn't the greatest format, but it simplifies wiring up a bean that uses `Duration` in its API rather than (for example) long for millis. Includes tests.  I have signed and agree to the terms of the Spring Individual Contributor License Agreement.","closed","","josephw","2015-10-16T15:03:56Z","2016-08-15T12:55:29Z"
"","906","Improve explanation for how to customization default error page of the Servlet Container","I've improved explanation for how to customization default error page of the Servlet Container. - Specify a valid version of servlet container explicitly (3.1+). - Change to use the `LinkedHashMap` instead of `HashMap`. The `LinkedHashMap` can be keep order of items. (I think more better that use `LinkedHashMap` in sample code) - Change a JSON format(indent , white-space). In addition, this format is same with `indentOutput` of Jackson.  I have signed and agree to the terms of the Spring ICLA.  Thanks.","closed","status: invalid,","kazuki43zoo","2015-10-31T13:31:59Z","2019-11-08T09:51:54Z"
"","932","Fix JavaDoc of @EventListener","I've fixed the [SPR-13763](https://jira.spring.io/browse/SPR-13763). I have signed and agree to the terms of the Spring ICLA.","closed","","kazuki43zoo","2015-12-05T12:34:14Z","2015-12-07T15:58:05Z"
"","926","Modify jsp tag library list in reference document","I've fixed a some mistakes of [SPR-13520](https://jira.spring.io/browse/SPR-13520). I have signed and agree to the terms of the Spring ICLA.","closed","","kazuki43zoo","2015-11-22T17:36:23Z","2015-11-23T08:29:11Z"
"","1016","Polish MimeTypeUtil to handle only delimiter.","I've encounter `java.lang.ArrayIndexOutOfBoundsException:` when only "";"" passed in Accept Header and found `MimeTypeUtils` throws the exception.  It think it's an unexpected behavior, so added a logic to throw the dedicated exception :)","closed","","tmyjoe","2016-03-25T03:24:11Z","2016-04-18T14:04:00Z"
"","1041","Added text/markdown to MediaType","I've added `text/markdown` entry to `MediaType` as per https://tools.ietf.org/html/rfc7763.  I've signed the ICLA. Please review and pull.  Thanks, Venil Noronha","closed","","venilnoronha","2016-04-19T15:55:32Z","2016-04-25T14:27:41Z"
"","956","Fix AntPathMatcher.isPattern for URI templates","I'm not sure but I think AntPathMatcher.isPattern(""/{bla}.jpg"") should return true.","closed","status: superseded,","soldierkam","2016-01-24T18:03:01Z","2021-11-16T13:25:54Z"
"","893","Add @DeferredImport","I ran into the issue to defer the processing of my conditional configurations. Since the set of imported classes isn't dynamic I think its odd to implement a DeferredImportSelector and it would come in handy having an annotation complementing the selector.  CLA is signed  Issue SPR-13583","closed","","joshiste","2015-10-17T23:05:09Z","2018-04-25T19:17:21Z"
"","943","Fixed NPEs in AntPathMatcher","I noticed that the MVC Test **redirectedUrl** matcher fails with a NullPointerException if there happens to be no Redirected URL on the response (the test should still fail, but with a proper assertion error).  One way to fix this would be to **assertNotNull** in the respective **MockMvcResultMatchers** method before calling the **AntPathMatcher**, but I thought it would be more appropriate to fix the underlying null-safety issues. You may disagree.","closed","status: superseded,","rs017991","2015-12-28T16:57:32Z","2019-07-16T16:36:20Z"
"","1012","Be explicit about the time unit in WebRequest","I just had to dig into the implementation to understand why `WebRequest.checkNotModified()` did not provide the expected behaviour with seconds. This documentation update is more explicit about the time unit.","closed","","malkusch","2016-03-18T17:13:29Z","2016-03-18T17:24:14Z"
"","1029","Fix 500 error caused by If-Modified-Since=0 HTTP header","I have signed and agree to the terms of the Spring Individual Contributor License Agreement.  Prior to this commit a 500 error would be bubbled up to the user when the If-Modified-Since header was passed to the backend with a value of 0.  In this fix, the zero value is explicitly handled (in same way as with a null value) by returning -1 to the caller.  Issue: SPR-14144","closed","","nacmacfeegle","2016-04-11T14:10:52Z","2016-04-11T15:42:53Z"
"","1027","Fix fypo.","I have signed and agree to the terms of the Spring Individual Contributor License Agreement.","closed","","Youmoo","2016-04-04T14:58:36Z","2016-04-04T15:36:54Z"
"","985","add table title for @Transactional settings","I have signed and agree to the terms of the Spring Individual Contributor License Agreement.","closed","","verydapeng","2016-03-03T17:18:42Z","2016-03-04T21:43:21Z"
"","974","`are are` might be `are all`?","I have signed and agree to the terms of the Spring Individual Contributor License Agreement.","closed","","Youmoo","2016-02-22T02:54:00Z","2016-02-22T09:03:47Z"
"","953","Add PDF MediaType and Value","I have signed and agree to the terms of the Spring Individual Contributor License Agreement.","closed","","mjgpy3","2016-01-12T14:42:09Z","2016-01-22T14:04:42Z"
"","934","Format-string method called with 2 arguments but is given 3.","I have signed and agree to the terms of the Spring Individual Contributor License Agreement.","closed","","mnhock","2015-12-10T19:54:06Z","2016-02-20T08:04:41Z"
"","909","Make methods static where possible in spring-core","I have signed and agree to the terms of the Spring Individual Contributor License Agreement.","closed","","Vladlis","2015-11-02T21:13:59Z","2017-01-24T11:29:23Z"
"","918","Added helper methods to ScheduledTaskRegistrar","https://jira.spring.io/browse/SPR-13680 Improvising ScheduledTaskRegistrar by adding more helper methods","closed","","mrtinkz","2015-11-12T21:38:29Z","2015-11-15T17:02:02Z"
"","902","Imporvement/spr 13616","https://jira.spring.io/browse/SPR-13616  Problem: Right now we have to override AbstractDispatcherServletInitializer.registerDispatcherServlet(...) in order to register Spring-WS's MessageDispatcherServlet (tested with Version 2.2.0.RELEASE). AbstractDispatcherServletInitializer.registerDispatcherServlet(...) calls createDispatcherServlet which returns a DispatcherServlet instance whereas MessageDispatcherServlet directly derives from FrameworkServlet. Both DispatcherServlet and MessageDispatcherServlet have the same base class in common that said FrameworkServlet.  Solution: AbstractDispatcherServletInitializer.registerDispatcherServlet(...) should return FrameworkServlet in order to support both Spring MVC's DispatcherServlet and Spring-WS's MessageDispatcherServlet.","closed","","ksokol","2015-10-27T22:49:14Z","2015-10-27T22:51:21Z"
"","901","SPR-13616 - Support Spring-WS's MessageDispatcherServlet in AbstractD…","https://jira.spring.io/browse/SPR-13616  Problem: Right now we have to override AbstractDispatcherServletInitializer.registerDispatcherServlet(...) in order to register Spring-WS's MessageDispatcherServlet (tested with Version 2.2.0.RELEASE). AbstractDispatcherServletInitializer.registerDispatcherServlet(...) calls createDispatcherServlet which returns a DispatcherServlet instance whereas MessageDispatcherServlet directly derives from FrameworkServlet. Both DispatcherServlet and MessageDispatcherServlet have the same base class in common that said FrameworkServlet.  Solution: AbstractDispatcherServletInitializer.registerDispatcherServlet(...) should return FrameworkServlet in order to support both Spring MVC's DispatcherServlet and Spring-WS's MessageDispatcherServlet.","closed","","ksokol","2015-10-27T22:23:10Z","2015-10-27T22:51:21Z"
"","912","SPR-12538 AsyncRestTemplate interceptors","Hi,  I would like to propose this change that introduces the interceptors functionality to the AsyncRestTemplate.  The implementation mimics the existing one for RestTemplate though is adjusted to handle ListenableFuture instead.  This is an entry point from which I would like to start and open the discussion. If you see some issues with this implementation just let me know. This change does not maintain the backward compatibility between the RestTemplate interceptors and I don't see a way to achieve that goal.  The motivation behind adding this is the fact that is really convenient to write extensions that automatically plug-in into the AsyncRestTemplate. Spring Cloud/Spring Cloud Sleuth already does that for RestTemplate and enables for instance request tracing.  Related issue: https://jira.spring.io/browse/SPR-12538","closed","","jmnarloch","2015-11-07T17:46:44Z","2015-12-22T22:40:34Z"
"","959","DefaultListableBeanFactory getBeansOfType initialize beans when includeNonSingletons is false","Hi,  I have a question:   in DefaultListableBeanFactory the method call getBeansOfType(MyClass.class, false, true) will initialize lazy singleton beans, but the call getBeansOfType(class, true, true) not.  Is this a correct behaviour?  Regards, Sergej","closed","in: core,","sewolf","2016-02-08T15:09:42Z","2021-11-22T12:11:32Z"
